whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P38230	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	37019	0		3 out of 5	Evidence at protein level	Probable quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P38231	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20513	0		2 out of 5	Evidence at protein level	Protein FMP23, mitochondrial	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38232	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38747	0		2 out of 5	Predicted	Protein REG2	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38233	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13438	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR051W	SwissProt_not_IMEX	0	0	0	not in IMEx
P38234	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22921	0		3 out of 5	Evidence at protein level	Protein RFS1 (RAD55 suppressor protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38235	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	358	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40296	0		2 out of 5	Evidence at protein level	Uncharacterized protein YBR053C	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38236	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41433	0		5 out of 5	Evidence at protein level	Protein MUM2 (Muddled meiosis protein 2)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38237	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	88630	0		5 out of 5	Evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Glucose-induced degradation protein 6) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38238	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34701	0		5 out of 5	Evidence at protein level	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7) (tRNA methylase 7)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38239	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20596	0		2 out of 5	Evidence at protein level	Uncharacterized RING finger protein YBR062C	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P38240	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16039	0		2 out of 5	Uncertain	Putative uncharacterized membrane protein YBR064W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38241	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40925	0		4 out of 5	Evidence at protein level	Pre-mRNA-splicing factor SLT11 (Extracellular mutant protein 2) (Synthetic lethality with U2 protein 11)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38242	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27035	0		5 out of 5	Evidence at protein level	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38243	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23548	0		2 out of 5	Evidence at protein level	Uncharacterized protein YBR071W	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P38244	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	111035	0		4 out of 5	Evidence at protein level	Vacuolar membrane protease (EC 3.4.-.-) (FXNA-related family protease 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38246	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41770	0		2 out of 5	Predicted	Protein ECM8 (Extracellular mutant protein 8)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38247	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18354	0		4 out of 5	Evidence at protein level	Protein SLM4 (EGO complex subunit 3) (GSE complex subunit 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38248	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43769	0		5 out of 5	Evidence at protein level	Cell wall protein ECM33 (Extracellular mutant protein 33)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38249	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	110344	0		5 out of 5	Evidence at protein level	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P38250	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	105854	0		5 out of 5	Evidence at protein level	Increased sodium tolerance protein 2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38251	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39942	0		5 out of 5	Evidence at protein level	Replication factor C subunit 5 (Replication factor C5) (Activator 1 40 kDa subunit)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38252	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22094	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR089W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38253	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14321	0		2 out of 5	Evidence at protein level	Uncharacterized protein YBR090C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38254	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	86353	0		3 out of 5	Evidence at protein level	Probable tubulin--tyrosine ligase PBY1 (EC 6.3.2.25) (P-body-associated protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38255	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48629	0		5 out of 5	Evidence at protein level	Transcriptional regulatory protein RXT2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38256	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27092	0		1 out of 5	Evidence at protein level	Uncharacterized protein YBR096W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38257	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	78764	0		5 out of 5	Evidence at protein level	Crossover junction endonuclease MMS4 (EC 3.1.22.-)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38258	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14784	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR099C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38260	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32604	0		4 out of 5	Evidence at protein level	Hsp70 nucleotide exchange factor FES1 (Factor exchange for SSA1 protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38261	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	85538	0		5 out of 5	Evidence at protein level	Exocyst complex component EXO84 (Exocyst complex protein of 84 kDa) (U1 SNP1-associating protein 3)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38262	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59161	0		5 out of 5	Evidence at protein level	SIR4-interacting protein SIF2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38263	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41245	0		4 out of 5	Evidence at protein level	Vacuolar import and degradation protein 24 (Glucose-induced degradation protein 4)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38264	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21137	0		4 out of 5	Evidence at protein level	Inorganic phosphate transport protein PHO88 (Phosphate metabolism protein PHO88)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38265	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28066	0		5 out of 5	Evidence at protein level	Central kinetochore subunit IML3 (Increased minichromosome loss protein 3) (Minichromosome maintenance protein 19)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38266	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	947	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	103863	0		4 out of 5	Evidence at protein level	Altered inheritance of mitochondria protein 3	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38267	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18098	0		2 out of 5	Uncertain	Putative uncharacterized membrane protein YBR113W	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P38268	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20215	0		2 out of 5	Uncertain	Putative uncharacterized protein YBR116C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38269	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13219	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR124W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38270	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40454	0		5 out of 5	Evidence at protein level	Autophagy-related protein 14 (Cytoplasm to vacuole targeting protein 12)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38271	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	328	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	37740	0		1 out of 5	Evidence at protein level	Protein OPY1 (Overproduction-induced pheromone-resistant yeast protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38272	1	1	uniprotkb	559292	1	1	0	1	0	1	0	1	reviewed	425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	47417	0		5 out of 5	Evidence at protein level	SWI5-dependent HO expression protein 3	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38273	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	704	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	80732	0		5 out of 5	Evidence at protein level	Vacuolar fusion protein CCZ1 (Autophagy-related protein 11) (Calcium-caffeine-zinc sensitivity protein 1) (Cytoplasm to vacuole targeting protein 16)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38274	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	95153	0		5 out of 5	Evidence at protein level	Protein arginine N-methyltransferase HSL7 (EC 2.1.1.320) (Histone synthetic lethal protein 7) (Type II protein arginine N-methyltransferase) (Type II PRMT)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38275	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15524	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR134W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38276	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20454	0		2 out of 5	Evidence at protein level	UPF0303 protein YBR137W	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38277	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60469	0		1 out of 5	Evidence at protein level	Uncharacterized protein YBR138C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38278	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	337	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38550	0		4 out of 5	Evidence at protein level	25S rRNA (adenine(2142)-N(1))-methyltransferase (EC 2.1.1.286) (Base MethylTransferase of 25S RNA)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38279	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	296	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33497	0		4 out of 5	Evidence at protein level	Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2)	SwissProt_not_IMEX	0	0	0	not in IMEx
P38280	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	609	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70175	0		2 out of 5	Evidence at protein level	Spore-specific protein YSW1	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P38281	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35759	0		2 out of 5	Evidence at protein level	Actin patches distal protein 1	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P38282	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33772	0		4 out of 5	Evidence at protein level	Pre-mRNA-splicing factor SPP381 (Suppressor of PRP38-1 mutation)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38283	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	79186	0		5 out of 5	Evidence at protein level	Inner centromere protein-related protein SLI15 (INCENP-related protein SLI15)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38284	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28772	0		2 out of 5	Evidence at protein level	Increased copper sensitivity protein 2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38285	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	62686	0		5 out of 5	Evidence at protein level	Antagonist of mitotic exit network protein 1 (Chromosome stability protein 13) (Increased copper-sensitivity protein 4)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38286	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38708	0		5 out of 5	Evidence at protein level	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38287	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44382	0		4 out of 5	Evidence at protein level	Mannosyl phosphorylinositol ceramide synthase CSH1 (EC 2.-.-.-) (CSG1/SUR1 homolog 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38288	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	47994	0		2 out of 5	Evidence at protein level	Protein TOS1 (Target of SBF 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38289	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67570	0		5 out of 5	Evidence at protein level	Exonuclease V, mitochondrial (Exo V) (EC 3.1.-.-) (Defects in morphology protein 1)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P38290	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32197	0		2 out of 5	Predicted	Ubiquitin-conjugating enzyme suppressor 1	SwissProt_not_IMEX	0	0	0	not in IMEx
P38291	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15814	0		5 out of 5	Evidence at protein level	Ribonucleases P/MRP protein subunit POP7 (EC 3.1.26.5) (RNA-processing protein POP7) (RNases P/MRP 15.8 kDa subunit)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38292	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	413	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48579	0		2 out of 5	Evidence at protein level	Peroxisomal membrane protein PEX32 (Peroxin-32)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38293	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16760	0		4 out of 5	Evidence at protein level	Proteasome maturation factor UMP1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38294	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11457	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR174C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38295	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51255	0		5 out of 5	Evidence at protein level	Medium-chain fatty acid ethyl ester synthase/esterase 2 (Alcohol O-acetyltransferase) (EC 2.3.1.84) (EC 3.1.1.-) (Ethanol hexanoyl transferase 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38296	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14440	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR178W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38297	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	97808	0		5 out of 5	Evidence at protein level	Mitofusin FZO1 (EC 3.6.5.-) (Transmembrane GTPase FZO1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38298	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36420	0		4 out of 5	Evidence at protein level	Alkaline ceramidase YPC1 (EC 3.5.1.-)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38299	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60643	0		1 out of 5	Predicted	Uncharacterized protein YBR184W	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38300	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31811	0		5 out of 5	Evidence at protein level	Inner membrane mitoribosome receptor MBA1, mitochondrial (Multi-copy bypass of AFG3 protein)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38301	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30341	0		5 out of 5	Evidence at protein level	GCR1-dependent translation factor 1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38302	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15970	0		4 out of 5	Evidence at protein level	Pre-mRNA-splicing factor NTC20 (PRP19-associated complex protein 20) (Synergistic to PRP19 mutation protein 384)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38303	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11028	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR190W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38304	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25268	0		5 out of 5	Evidence at protein level	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38305	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14234	0		3 out of 5	Evidence at protein level	Altered inheritance of mitochondria protein 4 (Synthetic with old yellow enzyme protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38306	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24203	0		1 out of 5	Evidence at protein level	Uncharacterized protein YBR197C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38307	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24391	0		5 out of 5	Evidence at protein level	Degradation in the endoplasmic reticulum protein 1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38308	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	924	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	104615	0		2 out of 5	Predicted	F-box protein COS111 (Ciclopirox olamine sensitivity protein 111)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38309	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11838	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR206W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38310	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51420	0		4 out of 5	Evidence at protein level	Iron transporter FTH1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P38311	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12127	0		1 out of 5	Uncertain	Putative uncharacterized protein YBR209W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P38312	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16347	0		2 out of 5	Evidence at protein level	ER-derived vesicles protein ERV15	SwissProt_and_IMEX	0	1	0	not two-hybrid, and not AP-MS
