whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
P53075	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66862	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53076	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	108179	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53077	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14488	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53078	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31969	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53079	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48337	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53080	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19238	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53081	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	288	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31888	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53082	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14102	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53083	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	459	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51990	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53084	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24153	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53085	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12100	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53086	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	805	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	91090	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53087	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17936	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P53088	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39987	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53089	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11351	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P53090	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56178	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53091	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	112978	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53092	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16750	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P53093	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25995	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53094	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	166971	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53095	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	428	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	47828	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P53096	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	452	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51455	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53097	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12000	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P53098	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	57	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7035	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P53099	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	64546	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53100	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	379	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42984	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53101	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51828	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53102	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26083	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53103	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12220	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P53104	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	101717	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53105	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13679	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53106	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21924	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53107	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50296	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53108	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34843	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53109	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65840	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53110	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41635	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P53111	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38083	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53112	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38420	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53113	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24082	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53114	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	128794	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53115	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	171455	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53116	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11645	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P53117	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34706	NA	NA	2 out of 5	Predicted	SwissProt_and_IMEX
P53118	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	78142	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53119	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	105566	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53120	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	137476	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53121	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	90761	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53122	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40846	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P53123	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	37423	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53124	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48584	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53125	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	145643	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53126	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12228	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53127	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1403	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	163203	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53128	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	600	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68560	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53129	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	644	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	73478	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53130	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	126	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14922	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53131	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	87562	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53132	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16921	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P53133	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30755	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53134	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	80009	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53135	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	668	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77298	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53136	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	463	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51907	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53137	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	72043	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53138	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12435	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P53139	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16037	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53140	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	646	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	74596	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53141	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16444	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53142	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54331	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53143	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16175	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53144	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	215	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25297	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53145	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	72728	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53146	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28107	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53147	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31257	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P53148	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	917	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	104826	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53150	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48259	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53151	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14219	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53152	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15545	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53153	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	274	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32112	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53154	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65340	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53155	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43321	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53156	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36390	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P53157	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14995	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53158	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24442	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53159	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	387	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44585	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53160	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11500	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53161	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13388	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53162	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16084	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53163	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20650	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53164	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	384	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43516	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53165	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	72878	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53166	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63058	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53167	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41891	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53168	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27473	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53169	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	641	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	73102	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53170	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57294	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53171	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32959	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53172	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	58098	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53173	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15930	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53174	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27250	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53175	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12058	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53176	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27241	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53177	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	273	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30806	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53178	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22661	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53179	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60864	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53181	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12127	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53182	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	67	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7549	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P53183	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38259	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53184	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24993	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53185	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	102371	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53186	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13573	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P53187	1	1	uniprotkb	559292	0	0	1	0	0	1	0	1	reviewed	214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24479	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53188	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14417	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53189	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56447	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P53190	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12210	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P53191	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70617	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
