whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P40169	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34081	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40185	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15908	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40186	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32037	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40187	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	538	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61938	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40188	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19229	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40202	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27330	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40204	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	77	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	8482	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40206	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24665	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40207	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27921	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40208	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51729	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40209	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63139	0	0	2 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40210	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55859	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40211	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12108	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40212	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22525	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40214	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38570	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40215	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	62774	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40217	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38755	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40218	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25915	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40219	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16384	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P40260	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54202	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40302	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25604	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40303	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28439	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40308	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	73613	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40309	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	97111	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40310	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77408	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40312	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13297	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40314	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16620	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40316	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41838	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40317	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	901	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	101082	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40318	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	151455	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40319	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39465	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40323	1	1	uniprotkb	559292	1	1	0	0	0	1	0	0	reviewed	161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18046	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40325	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22435	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40326	1	1	uniprotkb	559292	1	1	0	0	0	1	0	0	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12279	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40327	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48828	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40328	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	754	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	85300	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40335	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	379	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42547	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40339	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36149	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40340	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1379	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	157407	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40341	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	93276	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40342	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17097	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40343	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70974	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40344	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35887	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40345	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	661	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	75393	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40347	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18675	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P40348	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	353	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39742	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40350	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38347	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40351	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67385	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P40352	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	124528	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40353	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61036	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40354	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51897	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40355	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	108427	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40356	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	397	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43079	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40357	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	73624	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40358	1	1	uniprotkb	559292	1	0	1	0	0	1	0	1	reviewed	645	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	75144	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40359	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25061	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40360	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	574	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65610	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40361	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	104264	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40362	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66424	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40363	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33934	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40364	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28470	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40365	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12748	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40366	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18793	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40367	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	94851	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40368	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	713	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	82085	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40395	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	121650	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40413	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	562	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61914	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P40414	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19093	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40416	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	690	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77522	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40422	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7716	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40433	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	93417	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	1	not two-hybrid, AP-MS
P40434	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	1758	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	197512	0	0	2 out of 5	Evidence at transcript level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40438	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	174428	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40440	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11638	0	0	3 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40441	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50830	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40442	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	99736	0	0	2 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40445	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61898	0	0	2 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not in IMEx
P40446	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12940	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40447	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21620	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P40448	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13989	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40449	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27112	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P40450	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	156852	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40451	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22840	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40452	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22044	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40453	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1071	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	123134	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40454	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45082	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40455	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27201	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40456	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	128735	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40457	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	195141	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40458	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	58969	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40459	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35032	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40460	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	80487	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40461	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14438	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40462	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	107723	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40463	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	47961	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40464	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34409	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40465	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24953	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P40466	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	53490	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P40467	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	108781	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
