whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx
P37629	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	535	Escherichia coli (strain K12)	83333	61576	NA		1 out of 5	Uncertain	Putative uncharacterized protein YhiL	SwissProt_and_IMEX
P37630	1	1	0	0	0	0	0	0	0	0	reviewed	350	Escherichia coli (strain K12)	83333	37657	NA		2 out of 5	Evidence at protein level	Inner membrane protein YhiM	SwissProt_not_IMEX
P37631	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	400	Escherichia coli (strain K12)	83333	43741	NA		1 out of 5	Predicted	Uncharacterized protein YhiN	SwissProt_and_IMEX
P37634	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	280	Escherichia coli (strain K12)	83333	31942	NA		5 out of 5	Evidence at protein level	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	SwissProt_and_IMEX
P37635	1	1	0	0	0	0	0	0	0	1	reviewed	260	Escherichia coli (strain K12)	83333	29450	NA		1 out of 5	Uncertain	Putative uncharacterized protein YhiS	SwissProt_not_IMEX
P37636	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	385	Escherichia coli (strain K12)	83333	41191	NA		3 out of 5	Evidence at protein level	Multidrug resistance protein MdtE	SwissProt_and_IMEX
P37637	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1037	Escherichia coli (strain K12)	83333	111517	NA		4 out of 5	Evidence at protein level	Multidrug resistance protein MdtF	SwissProt_and_IMEX
P37639	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	274	Escherichia coli (strain K12)	83333	31563	NA		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator GadX	SwissProt_and_IMEX
P37640	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	200	Escherichia coli (strain K12)	83333	22604	NA		2 out of 5	Evidence at protein level	Putative HTH-type transcriptional regulator YhjB	SwissProt_and_IMEX
P37641	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	299	Escherichia coli (strain K12)	83333	33330	NA		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YhjC	SwissProt_and_IMEX
P37642	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	337	Escherichia coli (strain K12)	83333	37911	NA		3 out of 5	Evidence at protein level	Inner membrane protein YhjD	SwissProt_and_IMEX
P37643	1	1	0	0	0	0	0	0	0	0	reviewed	440	Escherichia coli (strain K12)	83333	47208	NA		2 out of 5	Evidence at protein level	Inner membrane metabolite transport protein YhjE	SwissProt_not_IMEX
P37645	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	686	Escherichia coli (strain K12)	83333	74457	NA		2 out of 5	Predicted	Uncharacterized protein YhjG	SwissProt_and_IMEX
P37646	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	255	Escherichia coli (strain K12)	83333	29601	NA		3 out of 5	Evidence at protein level	Cyclic di-GMP phosphodiesterase YhjH (EC 3.1.4.52)	SwissProt_and_IMEX
P37647	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	309	Escherichia coli (strain K12)	83333	33962	NA		5 out of 5	Evidence at protein level	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45) (2-keto-3-deoxygluconokinase) (3-deoxy-2-oxo-D-gluconate kinase) (KDG kinase)	SwissProt_and_IMEX
P37648	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	498	Escherichia coli (strain K12)	83333	55527	NA		2 out of 5	Evidence at protein level	Protein YhjJ	SwissProt_and_IMEX
P37649	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	662	Escherichia coli (strain K12)	83333	74381	NA		3 out of 5	Evidence at protein level	Protein YhjK	SwissProt_and_IMEX
P37650	1	1	0	0	0	0	0	0	0	0	reviewed	1157	Escherichia coli (strain K12)	83333	127724	NA		2 out of 5	Evidence at protein level	Cellulose synthase operon protein C	SwissProt_not_IMEX
P37651	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	368	Escherichia coli (strain K12)	83333	41700	NA		4 out of 5	Evidence at protein level	Endoglucanase (EC 3.2.1.4) (Carboxymethylcellulase) (CMCase) (Cellulase) (Endo-1,4-beta-glucanase)	SwissProt_and_IMEX
P37652	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	779	Escherichia coli (strain K12)	83333	86024	NA		3 out of 5	Evidence at protein level	Cyclic di-GMP-binding protein (Cellulose synthase regulatory subunit)	SwissProt_and_IMEX
P37653	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	872	Escherichia coli (strain K12)	83333	99785	NA		5 out of 5	Evidence at protein level	Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	SwissProt_and_IMEX
P37655	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	250	Escherichia coli (strain K12)	83333	27878	NA		4 out of 5	Uncertain	Putative cellulose biosynthesis protein BcsQ	SwissProt_and_IMEX
P37657	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	523	Escherichia coli (strain K12)	83333	59428	NA		1 out of 5	Predicted	Protein BcsE homolog	SwissProt_and_IMEX
P37659	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	559	Escherichia coli (strain K12)	83333	62032	NA		2 out of 5	Predicted	Protein BcsG homolog	SwissProt_and_IMEX
P37660	1	1	0	0	0	0	0	0	0	0	reviewed	423	Escherichia coli (strain K12)	83333	47258	NA		2 out of 5	Evidence at protein level	Inner membrane transport protein YhjV	SwissProt_not_IMEX
P37661	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	563	Escherichia coli (strain K12)	83333	63804	NA		5 out of 5	Evidence at protein level	Kdo(2)-lipid A phosphoethanolamine 7''-transferase (EC 2.7.8.42) (Phosphoethanolamine transferase EptB)	SwissProt_and_IMEX
P37662	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	402	Escherichia coli (strain K12)	83333	42951	NA		3 out of 5	Evidence at protein level	Uncharacterized MFS-type transporter YhjX	SwissProt_and_IMEX
P37663	1	1	0	0	0	0	0	0	0	1	reviewed	232	Escherichia coli (strain K12)	83333	25951	NA		1 out of 5	Inferred from homology	Uncharacterized protein YhjY	SwissProt_not_IMEX
P37664	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	146	Escherichia coli (strain K12)	83333	17104	NA		2 out of 5	Inferred from homology	Uncharacterized N-acetyltransferase YiaC (EC 2.3.1.-)	SwissProt_and_IMEX
P37665	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	219	Escherichia coli (strain K12)	83333	22197	NA		4 out of 5	Evidence at protein level	Probable lipoprotein YiaD	SwissProt_and_IMEX
P37666	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	324	Escherichia coli (strain K12)	83333	35396	NA		5 out of 5	Evidence at protein level	Glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79) (EC 1.1.1.81) (2-ketoaldonate reductase) (2-ketogluconate reductase) (2KR) (EC 1.1.1.215)	SwissProt_and_IMEX
P37669	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	331	Escherichia coli (strain K12)	83333	37570	NA		4 out of 5	Evidence at protein level	O-acetyltransferase WecH (EC 2.3.1.-)	SwissProt_and_IMEX
P37671	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	282	Escherichia coli (strain K12)	83333	31067	NA		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator YiaJ (YiaKLMNOPQRS operon repressor) (YiaK-S operon repressor)	SwissProt_and_IMEX
P37672	1	1	0	0	0	0	0	0	0	0	reviewed	332	Escherichia coli (strain K12)	83333	36573	NA		4 out of 5	Evidence at protein level	2,3-diketo-L-gulonate reductase (2,3-DKG reductase) (EC 1.1.1.130) (3-dehydro-L-gulonate 2-dehydrogenase)	SwissProt_not_IMEX
P37673	1	1	0	0	0	0	0	0	0	1	reviewed	155	Escherichia coli (strain K12)	83333	17549	NA		1 out of 5	Inferred from homology	Protein YiaL	SwissProt_not_IMEX
P37674	1	1	0	0	0	0	0	0	0	0	reviewed	157	Escherichia coli (strain K12)	83333	17516	NA		4 out of 5	Evidence at protein level	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM	SwissProt_not_IMEX
P37675	1	1	0	0	0	0	0	0	0	1	reviewed	425	Escherichia coli (strain K12)	83333	45368	NA		3 out of 5	Inferred from homology	2,3-diketo-L-gulonate TRAP transporter large permease protein YiaN	SwissProt_not_IMEX
P37676	1	1	0	0	0	0	0	0	0	0	reviewed	328	Escherichia coli (strain K12)	83333	35970	NA		4 out of 5	Evidence at protein level	2,3-diketo-L-gulonate-binding periplasmic protein YiaO (2,3-DKG-binding protein) (Extracytoplasmic solute receptor protein YiaO)	SwissProt_not_IMEX
P37677	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	498	Escherichia coli (strain K12)	83333	55155	NA		4 out of 5	Evidence at protein level	L-xylulose/3-keto-L-gulonate kinase (L-xylulokinase) (EC 2.7.1.-) (EC 2.7.1.53) (3-dehydro-L-gulonate kinase)	SwissProt_and_IMEX
P37678	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	220	Escherichia coli (strain K12)	83333	23445	NA		4 out of 5	Inferred from homology	3-keto-L-gulonate-6-phosphate decarboxylase SgbH (KGPDC) (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase)	SwissProt_and_IMEX
P37679	1	1	0	0	0	0	0	0	0	1	reviewed	286	Escherichia coli (strain K12)	83333	32455	NA		3 out of 5	Inferred from homology	Putative L-ribulose-5-phosphate 3-epimerase SgbU (EC 5.1.3.22) (L-xylulose-5-phosphate 3-epimerase)	SwissProt_not_IMEX
P37680	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	231	Escherichia coli (strain K12)	83333	25561	NA		4 out of 5	Evidence at protein level	L-ribulose-5-phosphate 4-epimerase SgbE (EC 5.1.3.4) (Phosphoribulose isomerase)	SwissProt_and_IMEX
P37681	1	1	0	0	0	0	0	0	0	1	reviewed	246	Escherichia coli (strain K12)	83333	27414	NA		2 out of 5	Inferred from homology	Putative outer membrane protein YiaT	SwissProt_not_IMEX
P37682	1	1	0	0	0	0	0	0	0	1	reviewed	324	Escherichia coli (strain K12)	83333	37274	NA		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YiaU	SwissProt_not_IMEX
P37683	1	1	0	0	0	0	0	0	0	0	reviewed	378	Escherichia coli (strain K12)	83333	41771	NA		2 out of 5	Evidence at protein level	Inner membrane protein YiaV	SwissProt_not_IMEX
P37685	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	512	Escherichia coli (strain K12)	83333	56306	NA		5 out of 5	Evidence at protein level	Aldehyde dehydrogenase B (EC 1.2.1.-)	SwissProt_and_IMEX
P37686	1	1	0	0	0	0	0	0	0	1	reviewed	383	Escherichia coli (strain K12)	83333	40351	NA		2 out of 5	Inferred from homology	Probable alcohol dehydrogenase (EC 1.1.1.1)	SwissProt_not_IMEX
P37689	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	514	Escherichia coli (strain K12)	83333	56194	NA		5 out of 5	Evidence at protein level	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	SwissProt_and_IMEX
P37690	1	1	0	0	0	0	0	0	0	0	reviewed	419	Escherichia coli (strain K12)	83333	46595	NA		5 out of 5	Evidence at protein level	Murein hydrolase activator EnvC (Septal ring factor)	SwissProt_not_IMEX
P37691	1	1	0	0	0	0	0	0	0	1	reviewed	319	Escherichia coli (strain K12)	83333	35353	NA		2 out of 5	Inferred from homology	Uncharacterized protein YibQ	SwissProt_not_IMEX
P37692	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	348	Escherichia coli (strain K12)	83333	39042	NA		3 out of 5	Evidence at protein level	ADP-heptose--LPS heptosyltransferase 2 (EC 2.-.-.-) (ADP-heptose--LPS heptosyltransferase II)	SwissProt_and_IMEX
P37744	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	293	Escherichia coli (strain K12)	83333	32694	NA		5 out of 5	Evidence at protein level	Glucose-1-phosphate thymidylyltransferase 1 (G1P-TT 1) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 1) (dTDP-glucose synthase 1)	SwissProt_and_IMEX
P37745	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	185	Escherichia coli (strain K12)	83333	21270	NA		4 out of 5	Evidence at protein level	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)	SwissProt_and_IMEX
P37746	1	1	0	0	0	0	0	0	0	0	reviewed	415	Escherichia coli (strain K12)	83333	45383	NA		3 out of 5	Evidence at protein level	Putative O-antigen transporter	SwissProt_not_IMEX
P37747	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	367	Escherichia coli (strain K12)	83333	42966	NA		5 out of 5	Evidence at protein level	UDP-galactopyranose mutase (UGM) (EC 5.4.99.9) (UDP-GALP mutase) (Uridine 5-diphosphate galactopyranose mutase)	SwissProt_and_IMEX
P37748	1	1	0	0	0	0	0	0	0	1	reviewed	388	Escherichia coli (strain K12)	83333	44744	NA		2 out of 5	Predicted	O-antigen polymerase	SwissProt_not_IMEX
P37749	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	330	Escherichia coli (strain K12)	83333	37757	NA		3 out of 5	Evidence at protein level	Beta-1,6-galactofuranosyltransferase WbbI (EC 2.4.1.-) (D-Galf:alpha-D-Glc beta-1,6-galactofuranosyltransferase) (GalF transferase)	SwissProt_and_IMEX
P37750	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	196	Escherichia coli (strain K12)	83333	21675	NA		2 out of 5	Inferred from homology	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ (EC 2.3.1.-)	SwissProt_and_IMEX
P37751	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	372	Escherichia coli (strain K12)	83333	43188	NA		2 out of 5	Predicted	Putative glycosyltransferase WbbK	SwissProt_and_IMEX
P37757	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	297	Escherichia coli (strain K12)	83333	32319	NA		2 out of 5	Evidence at protein level	Uncharacterized isomerase YddE (EC 5.1.-.-) (ORFB)	SwissProt_and_IMEX
P37758	1	1	0	0	0	0	0	0	0	0	reviewed	462	Escherichia coli (strain K12)	83333	49890	NA		5 out of 5	Evidence at protein level	Nitrate/nitrite transporter NarU (Nitrite extrusion protein 2) (Nitrite facilitator 2)	SwissProt_not_IMEX
P37759	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	361	Escherichia coli (strain K12)	83333	40558	NA		4 out of 5	Inferred from homology	dTDP-glucose 4,6-dehydratase 1 (EC 4.2.1.46)	SwissProt_and_IMEX
P37760	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	299	Escherichia coli (strain K12)	83333	32694	NA		4 out of 5	Inferred from homology	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) (dTDP-4-keto-L-rhamnose reductase) (dTDP-6-deoxy-L-lyxo-4-hexulose reductase) (dTDP-6-deoxy-L-mannose dehydrogenase) (dTDP-L-rhamnose synthase)	SwissProt_and_IMEX
P37765	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	291	Escherichia coli (strain K12)	83333	32711	NA		4 out of 5	Evidence at protein level	Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.22) (23S rRNA pseudouridine(2605) synthase) (rRNA pseudouridylate synthase B) (rRNA-uridine isomerase B)	SwissProt_and_IMEX
P37766	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	531	Escherichia coli (strain K12)	83333	57562	NA		3 out of 5	Inferred from homology	Acetate CoA-transferase YdiF (EC 2.8.3.8) (Short-chain acyl-CoA:acetate CoA-transferase)	SwissProt_and_IMEX
P37767	1	1	0	0	0	0	0	0	0	1	reviewed	282	Escherichia coli (strain K12)	83333	30708	NA		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YfhH	SwissProt_not_IMEX
P37769	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	253	Escherichia coli (strain K12)	83333	27070	NA		5 out of 5	Evidence at protein level	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) (2-deoxy-D-gluconate 3-dehydrogenase) (2-keto-3-deoxygluconate 5-dehydrogenase) (2-keto-3-deoxygluconate oxidoreductase) (KDG oxidoreductase) (20-ketosteroid reductase) (EC 1.1.1.-)	SwissProt_and_IMEX
P37772	1	1	0	0	0	0	0	0	0	0	reviewed	331	Escherichia coli (strain K12)	83333	34978	NA		3 out of 5	Evidence at protein level	Inner membrane ABC transporter permease protein YjfF	SwissProt_not_IMEX
P37773	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	457	Escherichia coli (strain K12)	83333	49874	NA		5 out of 5	Evidence at protein level	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)	SwissProt_and_IMEX
P37774	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	250	Escherichia coli (strain K12)	83333	27677	NA		4 out of 5	Inferred from homology	L-cystine transport system ATP-binding protein YecC (EC 3.6.3.-)	SwissProt_and_IMEX
P37794	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	249	Escherichia coli (strain K12)	83333	27774	NA		5 out of 5	Evidence at protein level	Chitooligosaccharide deacetylase ChbG (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	SwissProt_and_IMEX
P37902	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	302	Escherichia coli (strain K12)	83333	33420	NA		3 out of 5	Evidence at protein level	Glutamate/aspartate import solute-binding protein	SwissProt_and_IMEX
P37903	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	144	Escherichia coli (strain K12)	83333	16017	NA		2 out of 5	Evidence at protein level	Universal stress protein F	SwissProt_and_IMEX
P37906	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	426	Escherichia coli (strain K12)	83333	47170	NA		3 out of 5	Evidence at protein level	Gamma-glutamylputrescine oxidoreductase (Gamma-Glu-Put oxidase) (Gamma-glutamylputrescine oxidase) (EC 1.4.3.-)	SwissProt_and_IMEX
P37908	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	428	Escherichia coli (strain K12)	83333	48044	NA		3 out of 5	Evidence at protein level	UPF0053 inner membrane protein YfjD	SwissProt_and_IMEX
P37909	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	188	Escherichia coli (strain K12)	83333	19838	NA		2 out of 5	Evidence at protein level	Uncharacterized fimbrial-like protein YbgD	SwissProt_and_IMEX
P38035	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	532	Escherichia coli (strain K12)	83333	60299	NA		3 out of 5	Inferred from homology	Transcriptional regulatory protein RtcR	SwissProt_and_IMEX
P38036	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	888	Escherichia coli (strain K12)	83333	100545	NA		5 out of 5	Evidence at protein level	CRISPR-associated endonuclease/helicase Cas3 (EC 3.1.-.-) (EC 3.6.4.-)	SwissProt_and_IMEX
P38038	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	599	Escherichia coli (strain K12)	83333	66270	NA		5 out of 5	Evidence at protein level	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	SwissProt_and_IMEX
P38051	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	431	Escherichia coli (strain K12)	83333	48765	NA		5 out of 5	Evidence at protein level	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate hydroxymutase) (Isochorismate mutase)	SwissProt_and_IMEX
P38052	1	1	0	0	0	0	0	0	0	1	reviewed	171	Escherichia coli (strain K12)	83333	18223	NA		3 out of 5	Evidence at transcript level	Uncharacterized fimbrial-like protein SfmF	SwissProt_not_IMEX
P38054	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1047	Escherichia coli (strain K12)	83333	114707	NA		5 out of 5	Evidence at protein level	Cation efflux system protein CusA	SwissProt_and_IMEX
P38055	1	1	0	0	0	0	0	0	0	0	reviewed	452	Escherichia coli (strain K12)	83333	50318	NA		2 out of 5	Evidence at protein level	Inner membrane metabolite transport protein YdjE	SwissProt_not_IMEX
P38097	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	1105	Escherichia coli (strain K12)	83333	123887	NA		4 out of 5	Evidence at transcript level	Probable diguanylate cyclase YegE (DGC) (EC 2.7.7.65)	SwissProt_and_IMEX
P38101	1	1	0	0	0	0	0	0	0	0	reviewed	195	Escherichia coli (strain K12)	83333	21248	NA		3 out of 5	Evidence at protein level	Cysteine/O-acetylserine efflux protein	SwissProt_not_IMEX
P38104	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	404	Escherichia coli (strain K12)	83333	45968	NA		2 out of 5	Evidence at transcript level	Starvation-sensing protein RspA	SwissProt_and_IMEX
P38105	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	339	Escherichia coli (strain K12)	83333	36564	NA		2 out of 5	Evidence at transcript level	Starvation-sensing protein RspB (EC 1.1.1.-)	SwissProt_and_IMEX
P38134	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	726	Escherichia coli (strain K12)	83333	81242	NA		4 out of 5	Evidence at protein level	Tyrosine-protein kinase etk (EC 2.7.10.-)	SwissProt_and_IMEX
P38135	1	1	0	0	0	0	0	0	0	0	reviewed	566	Escherichia coli (strain K12)	83333	62759	NA		4 out of 5	Evidence at protein level	Short-chain-fatty-acid--CoA ligase (EC 6.2.1.-) (Acyl-CoA synthetase)	SwissProt_not_IMEX
P38392	1	1	0	0	0	0	0	0	0	1	reviewed	162	Escherichia coli (strain K12)	83333	19244	NA		2 out of 5	Predicted	Superinfection exclusion protein B	SwissProt_not_IMEX
P38393	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	73	Escherichia coli (strain K12)	83333	8434	NA		3 out of 5	Evidence at protein level	Killing protein KilR (FtsZ inhibitor protein KilR)	SwissProt_and_IMEX
P38394	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	56	Escherichia coli (strain K12)	83333	6584	NA		1 out of 5	Predicted	Uncharacterized protein YdaE	SwissProt_and_IMEX
P38489	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	217	Escherichia coli (strain K12)	83333	23905	NA		5 out of 5	Evidence at protein level	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) (Dihydropteridine reductase) (EC 1.5.1.34) (FMN-dependent nitroreductase)	SwissProt_and_IMEX
P38506	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	28166	NA		5 out of 5	Evidence at protein level	Flap endonuclease Xni (FEN) (EC 3.1.-.-) (Exonuclease IX) (ExoIX)	SwissProt_and_IMEX
P38521	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	108	Escherichia coli (strain K12)	83333	12881	NA		1 out of 5	Predicted	Uncharacterized protein YggL	SwissProt_and_IMEX
P38683	1	1	0	0	0	0	0	0	0	0	reviewed	342	Escherichia coli (strain K12)	83333	37865	NA		3 out of 5	Evidence at protein level	Periplasmic protein TorT	SwissProt_not_IMEX
P38684	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	230	Escherichia coli (strain K12)	83333	26233	NA		4 out of 5	Evidence at protein level	TorCAD operon transcriptional regulatory protein TorR	SwissProt_and_IMEX
P39099	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	455	Escherichia coli (strain K12)	83333	47205	NA		5 out of 5	Evidence at protein level	Periplasmic pH-dependent serine endoprotease DegQ (EC 3.4.21.107) (Protease Do)	SwissProt_and_IMEX
P39160	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	486	Escherichia coli (strain K12)	83333	53580	NA		3 out of 5	Inferred from homology	D-mannonate oxidoreductase (EC 1.1.1.57) (Fructuronate reductase)	SwissProt_and_IMEX
P39161	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	257	Escherichia coli (strain K12)	83333	29308	NA		2 out of 5	Inferred from homology	Uxu operon transcriptional regulator	SwissProt_and_IMEX
P39163	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	231	Escherichia coli (strain K12)	83333	25512	NA		3 out of 5	Inferred from homology	Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 2.3.2.-) (Cation transport regulatory protein ChaC)	SwissProt_and_IMEX
P39165	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	464	Escherichia coli (strain K12)	83333	52100	NA		2 out of 5	Inferred from homology	Uncharacterized protein YchO	SwissProt_and_IMEX
P39172	1	1	0	0	0	0	0	0	0	0	reviewed	310	Escherichia coli (strain K12)	83333	33777	NA		4 out of 5	Evidence at protein level	High-affinity zinc uptake system protein ZnuA	SwissProt_not_IMEX
P39173	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	294	Escherichia coli (strain K12)	83333	32666	NA		3 out of 5	Evidence at protein level	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Unknown protein from 2D-page spots T26/PR37)	SwissProt_and_IMEX
P39176	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	310	Escherichia coli (strain K12)	83333	34411	NA		5 out of 5	Evidence at protein level	Probable L,D-transpeptidase ErfK/SrfK (EC 2.-.-.-)	SwissProt_and_IMEX
P39177	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	142	Escherichia coli (strain K12)	83333	15935	NA		4 out of 5	Evidence at protein level	Universal stress protein G	SwissProt_and_IMEX
P39180	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1039	Escherichia coli (strain K12)	83333	106825	NA		5 out of 5	Evidence at protein level	Antigen 43 (AG43) (Fluffing protein) [Cleaved into: Antigen 43 alpha chain; Antigen 43 beta chain]	SwissProt_and_IMEX
P39187	1	1	0	0	0	0	0	0	0	0	reviewed	184	Escherichia coli (strain K12)	83333	20421	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YtfJ	SwissProt_not_IMEX
P39196	1	1	0	0	0	0	0	0	0	0	reviewed	397	Escherichia coli (strain K12)	83333	41656	NA		3 out of 5	Evidence at protein level	Lysophospholipid transporter LplT	SwissProt_not_IMEX
P39199	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	310	Escherichia coli (strain K12)	83333	35002	NA		4 out of 5	Evidence at protein level	50S ribosomal protein L3 glutamine methyltransferase (L3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB)	SwissProt_and_IMEX
P39206	1	1	0	0	0	0	0	0	0	1	reviewed	196	Escherichia coli (strain K12)	83333	21244	NA		3 out of 5	Inferred from homology	Carnitine operon protein CaiE	SwissProt_not_IMEX
