whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P0CE63	1	0	0	0	0	0	0	0	0	1	reviewed	326	Escherichia coli (strain K12)	83333	37851	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CE64	1	0	0	0	0	0	0	0	0	1	reviewed	326	Escherichia coli (strain K12)	83333	37851	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CE65	1	0	0	0	0	0	0	0	0	1	reviewed	326	Escherichia coli (strain K12)	83333	37851	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF07	1	1	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	9868	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF08	1	1	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	9902	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF09	1	1	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	9902	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF10	1	1	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	9902	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF11	1	1	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	9868	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF12	1	1	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	9868	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF13	1	0	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	9868	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF25	1	1	0	0	0	0	0	0	0	1	reviewed	167	Escherichia coli (strain K12)	83333	19565	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF26	1	1	0	0	0	0	0	0	0	1	reviewed	167	Escherichia coli (strain K12)	83333	19758	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF27	1	1	0	0	0	0	0	0	0	1	reviewed	167	Escherichia coli (strain K12)	83333	19758	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF28	1	1	0	0	0	0	0	0	0	1	reviewed	167	Escherichia coli (strain K12)	83333	19565	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF29	1	1	0	0	0	0	0	0	0	1	reviewed	167	Escherichia coli (strain K12)	83333	19565	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF30	1	0	0	0	0	0	0	0	0	1	reviewed	167	Escherichia coli (strain K12)	83333	19565	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF40	1	1	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF41	1	1	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF42	1	1	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF43	1	1	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF44	1	1	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF45	1	1	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF46	1	0	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF47	1	0	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF48	1	0	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF49	1	0	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF50	1	0	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13452	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF53	1	1	0	0	0	0	0	0	0	1	reviewed	301	Escherichia coli (strain K12)	83333	34398	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF54	1	1	0	0	0	0	0	0	0	1	reviewed	301	Escherichia coli (strain K12)	83333	34398	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF55	1	1	0	0	0	0	0	0	0	1	reviewed	301	Escherichia coli (strain K12)	83333	34398	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF56	1	1	0	0	0	0	0	0	0	1	reviewed	301	Escherichia coli (strain K12)	83333	34398	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF57	1	1	0	0	0	0	0	0	0	1	reviewed	301	Escherichia coli (strain K12)	83333	34398	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF58	1	1	0	0	0	0	0	0	0	1	reviewed	301	Escherichia coli (strain K12)	83333	34398	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF59	1	0	0	0	0	0	0	0	0	1	reviewed	301	Escherichia coli (strain K12)	83333	34398	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF60	1	1	0	0	0	0	0	0	0	1	reviewed	218	Escherichia coli (strain K12)	83333	24724	0	0	2 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF61	1	0	0	0	0	0	0	0	0	1	reviewed	307	Escherichia coli (strain K12)	83333	35098	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF62	1	0	0	0	0	0	0	0	0	1	reviewed	307	Escherichia coli (strain K12)	83333	35098	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF63	1	0	0	0	0	0	0	0	0	1	reviewed	307	Escherichia coli (strain K12)	83333	35098	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF64	1	0	0	0	0	0	0	0	0	1	reviewed	307	Escherichia coli (strain K12)	83333	35098	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF66	1	1	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	11543	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF67	1	1	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	11543	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF68	1	1	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	11543	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF69	1	1	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	11543	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF70	1	1	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	11543	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF71	1	0	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	11543	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF72	1	0	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	11543	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF79	1	1	0	0	0	0	0	0	0	1	reviewed	288	Escherichia coli (strain K12)	83333	33540	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF80	1	1	0	0	0	0	0	0	0	1	reviewed	288	Escherichia coli (strain K12)	83333	33540	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF81	1	1	0	0	0	0	0	0	0	1	reviewed	288	Escherichia coli (strain K12)	83333	33540	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF82	1	1	0	0	0	0	0	0	0	1	reviewed	288	Escherichia coli (strain K12)	83333	33540	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF83	1	1	0	0	0	0	0	0	0	1	reviewed	288	Escherichia coli (strain K12)	83333	33540	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF84	1	0	0	0	0	0	0	0	0	1	reviewed	288	Escherichia coli (strain K12)	83333	33540	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF86	1	1	0	0	0	0	0	0	0	1	reviewed	104	Escherichia coli (strain K12)	83333	11824	0	0	2 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF87	1	0	0	0	0	0	0	0	0	1	reviewed	104	Escherichia coli (strain K12)	83333	11824	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF88	1	1	0	0	0	0	0	0	0	1	reviewed	383	Escherichia coli (strain K12)	83333	44267	0	0	3 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF89	1	1	0	0	0	0	0	0	0	1	reviewed	383	Escherichia coli (strain K12)	83333	44281	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF90	1	1	0	0	0	0	0	0	0	1	reviewed	383	Escherichia coli (strain K12)	83333	44281	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF91	1	1	0	0	0	0	0	0	0	1	reviewed	370	Escherichia coli (strain K12)	83333	40909	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF92	1	1	0	0	0	0	0	0	0	1	reviewed	370	Escherichia coli (strain K12)	83333	40909	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CF93	1	1	0	0	0	0	0	0	0	1	reviewed	370	Escherichia coli (strain K12)	83333	40909	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0CG19	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	228	Escherichia coli (strain K12)	83333	24425	0	0	4 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0CI31	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	270	Escherichia coli (strain K12)	83333	28500	0	0	4 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0CK95	1	1	0	0	0	0	0	0	0	1	reviewed	1520	Escherichia coli (strain K12)	83333	167246	0	0	3 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0DKB3	1	1	0	0	0	0	0	0	0	0	reviewed	42	Escherichia coli (strain K12)	83333	5031	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0DM85	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	742	Escherichia coli (strain K12)	83333	84371	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0DMC5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	949	Escherichia coli (strain K12)	83333	106506	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0DMC7	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	216	Escherichia coli (strain K12)	83333	23671	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0DMC9	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	207	Escherichia coli (strain K12)	83333	23516	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0DN74	1	1	0	0	0	0	0	0	0	1	reviewed	85	Escherichia coli (strain K12)	83333	9556	0	0	1 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P10026	1	0	0	0	0	0	0	0	0	0	reviewed	127	Escherichia coli (strain K12)	83333	14507	0	0	5 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P10030	1	0	0	0	0	0	0	0	0	0	reviewed	362	Escherichia coli (strain K12)	83333	40653	0	0	2 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P10031	1	0	0	0	0	0	0	0	0	0	reviewed	144	Escherichia coli (strain K12)	83333	15853	0	0	1 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P10100	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	362	Escherichia coli (strain K12)	83333	37528	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P10121	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	497	Escherichia coli (strain K12)	83333	54513	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P10151	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	314	Escherichia coli (strain K12)	83333	35695	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P10346	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	240	Escherichia coli (strain K12)	83333	26731	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P10371	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	245	Escherichia coli (strain K12)	83333	26033	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P10378	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	536	Escherichia coli (strain K12)	83333	59112	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P10384	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	446	Escherichia coli (strain K12)	83333	48542	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P10408	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	901	Escherichia coli (strain K12)	83333	102023	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P10423	1	1	0	0	0	0	0	0	0	1	reviewed	345	Escherichia coli (strain K12)	83333	37920	0	0	3 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P10441	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	382	Escherichia coli (strain K12)	83333	42382	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P10442	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	198	Escherichia coli (strain K12)	83333	21526	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P10443	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	1160	Escherichia coli (strain K12)	83333	129905	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P10805	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	253	Escherichia coli (strain K12)	83333	29019	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P10902	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	540	Escherichia coli (strain K12)	83333	60337	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P10903	1	1	0	0	0	0	0	0	0	0	reviewed	463	Escherichia coli (strain K12)	83333	49693	0	0	4 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P10905	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	295	Escherichia coli (strain K12)	83333	33264	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P10906	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	281	Escherichia coli (strain K12)	83333	31500	0	0	4 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P10907	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	356	Escherichia coli (strain K12)	83333	39524	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P10908	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	247	Escherichia coli (strain K12)	83333	27410	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P11071	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	578	Escherichia coli (strain K12)	83333	67699	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P11072	1	1	0	0	0	0	0	0	0	1	reviewed	297	Escherichia coli (strain K12)	83333	33762	0	0	3 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11286	1	1	0	0	0	0	0	0	0	0	reviewed	113	Escherichia coli (strain K12)	83333	12555	0	0	2 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11289	1	1	0	0	0	0	0	0	0	1	reviewed	121	Escherichia coli (strain K12)	83333	13204	0	0	1 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11290	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	344	Escherichia coli (strain K12)	83333	40524	0	0	2 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P11291	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	161	Escherichia coli (strain K12)	83333	17342	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P11349	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	512	Escherichia coli (strain K12)	83333	58066	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P11350	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	225	Escherichia coli (strain K12)	83333	25497	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P11446	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	334	Escherichia coli (strain K12)	83333	35952	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P11447	1	1	0	0	0	0	0	0	0	0	reviewed	457	Escherichia coli (strain K12)	83333	50318	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11454	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1293	Escherichia coli (strain K12)	83333	141991	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P11458	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	347	Escherichia coli (strain K12)	83333	38241	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P11519	1	0	0	0	0	0	0	0	0	1	reviewed	70	Escherichia coli (strain K12)	83333	7894	0	0	1 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11551	1	1	0	0	0	0	0	0	0	0	reviewed	438	Escherichia coli (strain K12)	83333	47545	0	0	5 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11553	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	482	Escherichia coli (strain K12)	83333	53236	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P11557	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	428	Escherichia coli (strain K12)	83333	46162	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	0	not_two_hybrid_not_AP_MS
P11663	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	169	Escherichia coli (strain K12)	83333	19272	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P11664	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	237	Escherichia coli (strain K12)	83333	27132	0	0	2 out of 5	Predicted	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P11667	1	1	0	0	0	0	0	0	0	0	reviewed	211	Escherichia coli (strain K12)	83333	23176	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11864	1	1	0	0	0	0	0	0	0	1	reviewed	395	Escherichia coli (strain K12)	83333	45251	0	0	1 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11865	1	1	0	0	0	0	0	0	0	1	reviewed	179	Escherichia coli (strain K12)	83333	20577	0	0	1 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11866	1	1	0	0	0	0	0	0	0	1	reviewed	72	Escherichia coli (strain K12)	83333	8608	0	0	2 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P11868	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	402	Escherichia coli (strain K12)	83333	43384	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P11875	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	577	Escherichia coli (strain K12)	83333	64683	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P11880	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	452	Escherichia coli (strain K12)	83333	47447	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P11988	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	470	Escherichia coli (strain K12)	83333	53161	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P11989	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	278	Escherichia coli (strain K12)	83333	32097	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P12008	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	361	Escherichia coli (strain K12)	83333	39137	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P12281	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	411	Escherichia coli (strain K12)	83333	44067	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P12282	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	249	Escherichia coli (strain K12)	83333	26719	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P12295	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	229	Escherichia coli (strain K12)	83333	25693	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P12758	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	253	Escherichia coli (strain K12)	83333	27159	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P12994	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	158	Escherichia coli (strain K12)	83333	17085	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P12995	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	429	Escherichia coli (strain K12)	83333	47336	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P12996	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	346	Escherichia coli (strain K12)	83333	38648	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P12998	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	384	Escherichia coli (strain K12)	83333	41594	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P12999	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	28276	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P13000	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	225	Escherichia coli (strain K12)	83333	24140	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P13001	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	256	Escherichia coli (strain K12)	83333	28505	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P13009	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1227	Escherichia coli (strain K12)	83333	135997	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
