whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P31666	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	409	Escherichia coli (strain K12)	83333	46315	0		2 out of 5	Inferred from homology	Uncharacterized protein YadE	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P31667	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	292	Escherichia coli (strain K12)	83333	33267	0		1 out of 5	Inferred from homology	Uncharacterized protein YhgA	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P31675	1	1	0	0	0	0	0	0	0	0	reviewed	392	Escherichia coli (strain K12)	83333	42713	0		4 out of 5	Evidence at protein level	Sugar efflux transporter A	SwissProt_not_IMEX	0	0	0	not in IMEx
P31677	1	1	0	0	0	0	0	0	0	0	reviewed	474	Escherichia coli (strain K12)	83333	53611	0		5 out of 5	Evidence at protein level	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15) (Osmoregulatory trehalose synthesis protein A) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)	SwissProt_not_IMEX	0	0	0	not in IMEx
P31678	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	266	Escherichia coli (strain K12)	83333	29175	0		5 out of 5	Evidence at protein level	Trehalose-6-phosphate phosphatase (TPP) (EC 3.1.3.12) (Osmoregulatory trehalose synthesis protein B) (Trehalose 6-phosphate phosphatase) (Trehalose-phosphatase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P31679	1	1	0	0	0	0	0	0	0	1	reviewed	443	Escherichia coli (strain K12)	83333	48667	0		2 out of 5	Inferred from homology	Putative metabolite transport protein YaaU	SwissProt_not_IMEX	0	0	0	not in IMEx
P31680	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	271	Escherichia coli (strain K12)	83333	30579	0		4 out of 5	Evidence at protein level	Co-chaperone protein DjlA (DnaJ-like protein DjlA)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P31697	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	241	Escherichia coli (strain K12)	83333	26689	0		4 out of 5	Evidence at protein level	Chaperone protein FimC	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P31801	1	1	0	0	0	0	0	0	0	0	reviewed	366	Escherichia coli (strain K12)	83333	39168	0		4 out of 5	Evidence at protein level	Sodium-potassium/proton antiporter ChaA (Na(+)/H(+) exchanger)	SwissProt_not_IMEX	0	0	0	not in IMEx
P31802	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	215	Escherichia coli (strain K12)	83333	23575	0		3 out of 5	Inferred from homology	Nitrate/nitrite response regulator protein NarP	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P31806	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	515	Escherichia coli (strain K12)	83333	54650	0		5 out of 5	Evidence at protein level	Bifunctional NAD(P)H-hydrate repair enzyme Nnr (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)]	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P31808	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	252	Escherichia coli (strain K12)	83333	27933	0		2 out of 5	Evidence at protein level	Uncharacterized oxidoreductase YciK (EC 1.-.-.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P31825	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	245	Escherichia coli (strain K12)	83333	27270	0		3 out of 5	Evidence at protein level	tRNA1(Val) (adenine(37)-N6)-methyltransferase (EC 2.1.1.223) (tRNA m6A37 methyltransferase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P31826	1	1	0	0	0	0	0	0	0	0	reviewed	561	Escherichia coli (strain K12)	83333	64985	0		3 out of 5	Evidence at protein level	Inner membrane ABC transporter ATP-binding protein YddA (CDS102)	SwissProt_not_IMEX	0	0	0	not in IMEx
P31827	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	790	Escherichia coli (strain K12)	83333	89283	0		1 out of 5	Predicted	Uncharacterized protein YddB (CDS103)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P31828	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	931	Escherichia coli (strain K12)	83333	104656	0		3 out of 5	Inferred from homology	Probable zinc protease PqqL (EC 3.4.24.-)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P31979	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	445	Escherichia coli (strain K12)	83333	49292	0		5 out of 5	Evidence at protein level	NADH-quinone oxidoreductase subunit F (EC 1.6.5.11) (NADH dehydrogenase I subunit F) (NDH-1 subunit F) (NUO6)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P31991	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	160	Escherichia coli (strain K12)	83333	18907	0		1 out of 5	Predicted	Uncharacterized protein YdcD (ORF-E2)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P31992	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	77	Escherichia coli (strain K12)	83333	8673	0		5 out of 5	Evidence at protein level	Tautomerase PptA (EC 5.3.2.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32051	1	1	0	0	0	0	0	0	0	1	reviewed	1325	Escherichia coli (strain K12)	83333	136515	0		2 out of 5	Uncertain	Uncharacterized lipoprotein YdeK (ORFT)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32053	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	413	Escherichia coli (strain K12)	83333	46652	0		3 out of 5	Evidence at protein level	Prophage integrase IntA (Prophage CP4-57 integrase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32055	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	321	Escherichia coli (strain K12)	83333	36141	0		5 out of 5	Evidence at protein level	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32056	1	1	0	0	0	0	0	0	0	0	reviewed	159	Escherichia coli (strain K12)	83333	18273	0		5 out of 5	Evidence at protein level	GDP-mannose mannosyl hydrolase (GDPMH) (EC 3.6.1.-) (Colanic acid biosynthesis protein WcaH)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32057	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	407	Escherichia coli (strain K12)	83333	44914	0		2 out of 5	Predicted	Putative colanic acid biosynthesis glycosyl transferase WcaI	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32099	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	338	Escherichia coli (strain K12)	83333	37926	0		5 out of 5	Evidence at protein level	Lipoate-protein ligase A (EC 6.3.1.20) (Lipoate--protein ligase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32106	1	1	0	0	0	0	0	0	0	1	reviewed	153	Escherichia coli (strain K12)	83333	18079	0		1 out of 5	Inferred from homology	Uncharacterized protein YibG (ORF-A3)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32108	1	1	0	0	0	0	0	0	0	1	reviewed	120	Escherichia coli (strain K12)	83333	13866	0		1 out of 5	Predicted	Uncharacterized protein YibI	SwissProt_not_IMEX	0	0	0	not in IMEx
P32109	1	1	0	0	0	0	0	0	0	1	reviewed	233	Escherichia coli (strain K12)	83333	26447	0		1 out of 5	Uncertain	Putative uncharacterized protein YibJ	SwissProt_not_IMEX	0	0	0	not in IMEx
P32125	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	175	Escherichia coli (strain K12)	83333	19363	0		4 out of 5	Evidence at protein level	Molybdopterin-guanine dinucleotide biosynthesis adapter protein (MGD biosynthesis adapter protein) (Molybdenum cofactor biosynthesis adapter protein) (Moco biosynthesis adapter protein) (Molybdopterin-guanine dinucleotide biosynthesis protein B)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32128	1	1	0	0	0	0	0	0	0	1	reviewed	476	Escherichia coli (strain K12)	83333	52637	0		1 out of 5	Inferred from homology	Uncharacterized protein YihF	SwissProt_not_IMEX	0	0	0	not in IMEx
P32129	1	1	0	0	0	0	0	0	0	0	reviewed	310	Escherichia coli (strain K12)	83333	36289	0		3 out of 5	Evidence at protein level	Probable acyltransferase YihG (EC 2.3.-.-)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32131	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	457	Escherichia coli (strain K12)	83333	52729	0		5 out of 5	Evidence at protein level	Oxygen-independent coproporphyrinogen III oxidase (CPO) (EC 1.3.98.3) (Coproporphyrinogen III dehydrogenase) (CPDH)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32132	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	607	Escherichia coli (strain K12)	83333	67355	0		4 out of 5	Evidence at protein level	GTP-binding protein TypA/BipA (Tyrosine phosphorylated protein A)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32134	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	326	Escherichia coli (strain K12)	83333	36942	0		1 out of 5	Predicted	Uncharacterized protein YihM	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32135	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	421	Escherichia coli (strain K12)	83333	46335	0		3 out of 5	Evidence at protein level	Inner membrane protein YihN	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32136	1	1	0	0	0	0	0	0	0	1	reviewed	467	Escherichia coli (strain K12)	83333	51574	0		3 out of 5	Inferred from homology	Putative sulfoquinovose importer	SwissProt_not_IMEX	0	0	0	not in IMEx
P32137	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	461	Escherichia coli (strain K12)	83333	50982	0		3 out of 5	Evidence at protein level	Putative 2,3-dihydroxypropane-1-sulfonate exporter	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32138	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	678	Escherichia coli (strain K12)	83333	77275	0		5 out of 5	Evidence at protein level	Sulfoquinovosidase (SQase) (EC 3.2.1.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32139	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	308	Escherichia coli (strain K12)	83333	34010	0		2 out of 5	Evidence at protein level	Uncharacterized protein YihR	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32140	1	1	0	0	0	0	0	0	0	0	reviewed	413	Escherichia coli (strain K12)	83333	47433	0		5 out of 5	Evidence at protein level	Sulfoquinovose isomerase (SQ isomerase) (EC 5.3.1.31)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32141	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	292	Escherichia coli (strain K12)	83333	31983	0		3 out of 5	Evidence at protein level	Sulfofructosephosphate aldolase (SFP aldolase) (EC 4.1.2.57)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32143	1	1	0	0	0	0	0	0	0	0	reviewed	298	Escherichia coli (strain K12)	83333	31728	0		4 out of 5	Evidence at protein level	Sulfofructose kinase (SF kinase) (EC 2.7.1.184)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32144	1	1	0	0	0	0	0	0	0	1	reviewed	261	Escherichia coli (strain K12)	83333	28507	0		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YihW	SwissProt_not_IMEX	0	0	0	not in IMEx
P32151	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	351	Escherichia coli (strain K12)	83333	39294	0		1 out of 5	Predicted	Uncharacterized protein YiiG	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32152	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	582	Escherichia coli (strain K12)	83333	66000	0		3 out of 5	Inferred from homology	Putative frv operon regulatory protein [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32153	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	356	Escherichia coli (strain K12)	83333	38733	0		2 out of 5	Inferred from homology	Putative aminopeptidase FrvX (EC 3.4.11.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32154	1	1	0	0	0	0	0	0	0	1	reviewed	483	Escherichia coli (strain K12)	83333	51120	0		3 out of 5	Inferred from homology	Fructose-like PTS system EIIBC component [Includes: PTS system fructose-like EIIB component (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIB component); PTS system fructose-like EIIC component (Fructose-like permease IIC component)]	SwissProt_not_IMEX	0	0	0	not in IMEx
P32155	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	148	Escherichia coli (strain K12)	83333	16094	0		3 out of 5	Inferred from homology	PTS system fructose-like EIIA component (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIA component)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32156	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	104	Escherichia coli (strain K12)	83333	12265	0		5 out of 5	Evidence at protein level	L-rhamnose mutarotase (EC 5.1.3.32) (Rhamnose 1-epimerase) (Type-3 mutarotase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32157	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	224	Escherichia coli (strain K12)	83333	25343	0		3 out of 5	Evidence at protein level	Protein YiiM	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32160	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	199	Escherichia coli (strain K12)	83333	21763	0		1 out of 5	Inferred from homology	Uncharacterized protein YiiQ	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32162	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	99	Escherichia coli (strain K12)	83333	10776	0		1 out of 5	Evidence at protein level	UPF0381 protein YiiS	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32166	1	1	0	0	0	0	0	0	0	0	reviewed	308	Escherichia coli (strain K12)	83333	33594	0		4 out of 5	Evidence at protein level	1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32167	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	202	Escherichia coli (strain K12)	83333	23140	0		1 out of 5	Inferred from homology	Uncharacterized protein YiiX	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32169	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	274	Escherichia coli (strain K12)	83333	30145	0		5 out of 5	Evidence at protein level	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32170	1	1	0	0	0	0	0	0	0	0	reviewed	419	Escherichia coli (strain K12)	83333	47199	0		4 out of 5	Evidence at protein level	L-rhamnose isomerase (EC 5.3.1.14)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32171	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	489	Escherichia coli (strain K12)	83333	54069	0		5 out of 5	Evidence at protein level	L-Rhamnulokinase (RhaB) (RhuK) (EC 2.7.1.5) (ATP:L-rhamnulose phosphotransferase) (L-rhamnulose 1-kinase) (Rhamnulose kinase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32173	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	194	Escherichia coli (strain K12)	83333	21643	0		5 out of 5	Evidence at protein level	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide biosynthesis protein A) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase) (Protein FA)	SwissProt_and_IMEX	0	1	0	not two-hybrid, and not AP-MS
P32176	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	1016	Escherichia coli (strain K12)	83333	112549	0		5 out of 5	Evidence at protein level	Formate dehydrogenase-O major subunit (EC 1.2.1.2) (Aerobic formate dehydrogenase major subunit) (FDH-Z subunit alpha) (Formate dehydrogenase-O subunit alpha)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32177	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	277	Escherichia coli (strain K12)	83333	30560	0		5 out of 5	Evidence at protein level	Sulfurtransferase FdhD	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P32662	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	252	Escherichia coli (strain K12)	83333	27389	0		5 out of 5	Evidence at protein level	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32664	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	257	Escherichia coli (strain K12)	83333	29689	0		5 out of 5	Evidence at protein level	NADH pyrophosphatase (EC 3.6.1.22)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32668	1	1	0	0	0	0	0	0	0	1	reviewed	205	Escherichia coli (strain K12)	83333	22955	0		1 out of 5	Inferred from homology	Uncharacterized protein YijF	SwissProt_not_IMEX	0	0	0	not in IMEx
P32669	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	220	Escherichia coli (strain K12)	83333	23555	0		4 out of 5	Evidence at protein level	Fructose-6-phosphate aldolase 2 (EC 4.1.2.-) (Fructose-6-phosphate aldolase B) (FSAB)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32670	1	1	0	0	0	0	0	0	0	1	reviewed	833	Escherichia coli (strain K12)	83333	91774	0		4 out of 5	Inferred from homology	Multiphosphoryl transfer protein 2 (MTP 2) (Triphosphoryl transfer protein 2) (TTP 2) [Includes: Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Enzyme I-Ani) (Phosphotransferase system enzyme I); Phosphocarrier protein HPr (Protein H); PTS system fructose-like EIIA component (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIA component)]	SwissProt_not_IMEX	0	0	0	not in IMEx
P32672	1	1	0	0	0	0	0	0	0	1	reviewed	359	Escherichia coli (strain K12)	83333	37086	0		3 out of 5	Inferred from homology	Fructose-like permease IIC component 2 (PTS system fructose-like EIIC component 2)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32674	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	765	Escherichia coli (strain K12)	83333	85960	0		2 out of 5	Inferred from homology	Formate acetyltransferase 2 (EC 2.3.1.54) (Pyruvate formate-lyase 2)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32675	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	292	Escherichia coli (strain K12)	83333	32430	0		3 out of 5	Inferred from homology	Pyruvate formate-lyase 2-activating enzyme (EC 1.97.1.4) (Formate-C-acetyltransferase-activating enzyme 2) (PFL-activating enzyme 2)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32676	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	113	Escherichia coli (strain K12)	83333	12637	0		3 out of 5	Evidence at protein level	PTS system fructose-like EIIB component 3 (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIB component 3)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32677	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	283	Escherichia coli (strain K12)	83333	32149	0		2 out of 5	Inferred from homology	Uncharacterized HTH-type transcriptional regulator YijO	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32680	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	196	Escherichia coli (strain K12)	83333	22613	0		1 out of 5	Predicted	Uncharacterized protein YjaG	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32681	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	231	Escherichia coli (strain K12)	83333	26317	0		1 out of 5	Predicted	Uncharacterized protein YjaH	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32684	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	290	Escherichia coli (strain K12)	83333	32477	0		4 out of 5	Evidence at protein level	23S rRNA pseudouridine(2604) synthase (EC 5.4.99.21) (Ribosomal large subunit pseudouridine synthase F) (rRNA pseudouridylate synthase F) (rRNA-uridine isomerase F)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32685	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	90	Escherichia coli (strain K12)	83333	10532	0		1 out of 5	Predicted	Uncharacterized protein YjbD	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32687	1	1	0	0	0	0	0	0	0	1	reviewed	212	Escherichia coli (strain K12)	83333	23755	0		2 out of 5	Inferred from homology	Uncharacterized lipoprotein YjbF	SwissProt_not_IMEX	0	0	0	not in IMEx
P32688	1	1	0	0	0	0	0	0	0	1	reviewed	245	Escherichia coli (strain K12)	83333	26281	0		1 out of 5	Inferred from homology	Uncharacterized protein YjbG	SwissProt_not_IMEX	0	0	0	not in IMEx
P32689	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	698	Escherichia coli (strain K12)	83333	78491	0		2 out of 5	Inferred from homology	Uncharacterized lipoprotein YjbH	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32690	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	442	Escherichia coli (strain K12)	83333	51708	0		1 out of 5	Uncertain	Putative uncharacterized protein YjbI	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32693	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	84	Escherichia coli (strain K12)	83333	9749	0		1 out of 5	Predicted	Uncharacterized protein YjbL	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32694	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	235	Escherichia coli (strain K12)	83333	26673	0		1 out of 5	Predicted	Uncharacterized protein YjbM	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32695	1	1	0	0	0	0	0	0	0	0	reviewed	345	Escherichia coli (strain K12)	83333	38468	0		5 out of 5	Evidence at protein level	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32696	1	1	0	0	0	0	0	0	0	0	reviewed	80	Escherichia coli (strain K12)	83333	9023	0		3 out of 5	Evidence at protein level	Phage shock protein G	SwissProt_not_IMEX	0	0	0	not in IMEx
P32700	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	93	Escherichia coli (strain K12)	83333	10303	0		1 out of 5	Predicted	Uncharacterized protein YjcB	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32701	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	528	Escherichia coli (strain K12)	83333	60801	0		3 out of 5	Evidence at protein level	Putative cyclic-di-GMP phosphodiesterase YjcC (EC 3.1.4.52)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32703	1	1	0	0	0	0	0	0	0	1	reviewed	549	Escherichia coli (strain K12)	83333	60523	0		2 out of 5	Inferred from homology	Uncharacterized Na(+)/H(+) exchanger YjcE	SwissProt_not_IMEX	0	0	0	not in IMEx
P32704	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	430	Escherichia coli (strain K12)	83333	49378	0		1 out of 5	Predicted	Uncharacterized protein YjcF	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32705	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	549	Escherichia coli (strain K12)	83333	59197	0		5 out of 5	Evidence at protein level	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32709	1	1	0	0	0	0	0	0	0	1	reviewed	318	Escherichia coli (strain K12)	83333	35042	0		2 out of 5	Inferred from homology	Protein NrfD	SwissProt_not_IMEX	0	0	0	not in IMEx
P32710	1	1	0	0	0	0	0	0	0	1	reviewed	552	Escherichia coli (strain K12)	83333	61295	0		3 out of 5	Inferred from homology	Cytochrome c-type biogenesis protein NrfE	SwissProt_not_IMEX	0	0	0	not in IMEx
P32711	1	1	0	0	0	0	0	0	0	1	reviewed	127	Escherichia coli (strain K12)	83333	14523	0		3 out of 5	Inferred from homology	Formate-dependent nitrite reductase complex subunit NrfF	SwissProt_not_IMEX	0	0	0	not in IMEx
P32712	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	198	Escherichia coli (strain K12)	83333	22784	0		2 out of 5	Inferred from homology	Formate-dependent nitrite reductase complex subunit NrfG	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32714	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	488	Escherichia coli (strain K12)	83333	53453	0		3 out of 5	Inferred from homology	Multidrug resistance outer membrane protein MdtP	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32715	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	683	Escherichia coli (strain K12)	83333	76151	0		4 out of 5	Evidence at protein level	Multidrug resistance protein MdtO	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32716	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	343	Escherichia coli (strain K12)	83333	36908	0		4 out of 5	Evidence at transcript level	Multidrug resistance protein MdtN	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32717	1	1	0	0	0	0	0	0	0	0	reviewed	661	Escherichia coli (strain K12)	83333	73151	0		2 out of 5	Evidence at protein level	Putative alkyl/aryl-sulfatase YjcS (EC 3.1.6.-)	SwissProt_not_IMEX	0	0	0	not in IMEx
P32718	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	309	Escherichia coli (strain K12)	83333	33821	0		4 out of 5	Evidence at protein level	D-allose kinase (Allokinase) (EC 2.7.1.55)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32719	1	1	uniprotkb	83333	1	0	1	0	1	0	reviewed	231	Escherichia coli (strain K12)	83333	26109	0		5 out of 5	Evidence at protein level	D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32720	1	1	0	0	0	0	0	0	0	0	reviewed	326	Escherichia coli (strain K12)	83333	34316	0		3 out of 5	Evidence at protein level	D-allose transport system permease protein AlsC	SwissProt_not_IMEX	0	0	0	not in IMEx
