whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	X0974.InnateDB.	X1222.mbinfo.	X1262.I2D.	X1263.Molecular.Connections.	X1332.bhf.ucl.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
Q6P9P8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	914	Mus musculus (Mouse)	10090	103937	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6P9P8-1; Sequence=Displayed; Name=2; IsoId=Q6P9P8-2; Sequence=VSP_019469, VSP_019470; 	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6P9Q4	1	1	uniprotkb	10090	0	1	0	0	1	0	0	0	0	0	1	0	1	reviewed	1197	Mus musculus (Mouse)	10090	129600	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6P9Q6	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1216	Mus musculus (Mouse)	10090	132961	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=A; IsoId=Q6P9Q6-1; Sequence=Displayed; Name=B; IsoId=Q6P9Q6-2; Sequence=VSP_027759; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6P9R1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	639	Mus musculus (Mouse)	10090	70368	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6P9R2	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	0	reviewed	527	Mus musculus (Mouse)	10090	58214	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6P9R4	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1021	Mus musculus (Mouse)	10090	114336	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6P9R4-1; Sequence=Displayed; Name=2; IsoId=Q6P9R4-2; Sequence=VSP_034319; Note=No experimental confirmation available.; Name=3; IsoId=Q6P9R4-3; Sequence=VSP_034317, VSP_034318; Note=No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6P9S0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	715	Mus musculus (Mouse)	10090	76844	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6P9S1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	818	Mus musculus (Mouse)	10090	87424	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6P9S7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	603	Mus musculus (Mouse)	10090	69116	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6P9Y7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	reviewed	530	Mus musculus (Mouse)	10090	62122	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6P9Y7-1; Sequence=Displayed; Note=No experimental confirmation available.; Name=2; IsoId=Q6P9Y7-2; Sequence=VSP_018083; Note=No experimental confirmation available.; Name=3; IsoId=Q6P9Y7-3; Sequence=VSP_046230, VSP_046231; Note=No experimental confirmation available.; 	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6P9Z1	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	483	Mus musculus (Mouse)	10090	54986	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PA06	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	583	Mus musculus (Mouse)	10090	66224	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PA06-1; Sequence=Displayed; Name=2; IsoId=Q6PA06-2; Sequence=VSP_025311; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAC3	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1	1	reviewed	445	Mus musculus (Mouse)	10090	51456	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q6PAC4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	1279	Mus musculus (Mouse)	10090	139298	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PAJ1	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1270	Mus musculus (Mouse)	10090	143072	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PAJ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	880	Mus musculus (Mouse)	10090	93510	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PAJ3-1; Sequence=Displayed; Note=No experimental confirmation available.; Name=2; IsoId=Q6PAJ3-2; Sequence=VSP_034202, VSP_034203, VSP_034204; 	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PAK3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	394	Mus musculus (Mouse)	10090	45276	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAL0	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	825	Mus musculus (Mouse)	10090	94155	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PAL1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	343	Mus musculus (Mouse)	10090	38363	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAL7	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1594	Mus musculus (Mouse)	10090	168081	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PAL8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	1287	Mus musculus (Mouse)	10090	146653	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAM0	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	271	Mus musculus (Mouse)	10090	30209	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PAM1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	554	Mus musculus (Mouse)	10090	62369	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PAM1-1; Sequence=Displayed; Name=2; IsoId=Q6PAM1-2; Sequence=VSP_011833, VSP_011834; Note=No experimental confirmation available.; 	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAN7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	307	Mus musculus (Mouse)	10090	32214	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PAN7-1; Sequence=Displayed; Name=2; IsoId=Q6PAN7-2; Sequence=VSP_028816; Note=No experimental confirmation available.; 	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAQ4	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1	1	reviewed	432	Mus musculus (Mouse)	10090	47599	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q6PAQ9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	231	Mus musculus (Mouse)	10090	25877	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PAR0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	439	Mus musculus (Mouse)	10090	49012	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PAR0-1; Sequence=Displayed; Name=2; IsoId=Q6PAR0-2; Sequence=VSP_031486; Name=3; IsoId=Q6PAR0-3; Sequence=VSP_031485; Note=No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAR5	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1458	Mus musculus (Mouse)	10090	162402	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=6;  Name=1; IsoId=Q6PAR5-1; Sequence=Displayed; Name=2; IsoId=Q6PAR5-2; Sequence=VSP_032366; Name=3; IsoId=Q6PAR5-3; Sequence=VSP_032363, VSP_032364; Name=4; IsoId=Q6PAR5-4; Sequence=VSP_032365, VSP_032366; Name=5; IsoId=Q6PAR5-5; Sequence=VSP_032366, VSP_032368; Name=6; IsoId=Q6PAR5-6; Sequence=VSP_032367; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PAT0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	349	Mus musculus (Mouse)	10090	37517	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PAV2	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	1057	Mus musculus (Mouse)	10090	118412	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PAV2-1; Sequence=Displayed; Name=2; IsoId=Q6PAV2-2; Sequence=VSP_023182; Name=3; IsoId=Q6PAV2-3; Sequence=VSP_023180, VSP_023181; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PB44	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1692	Mus musculus (Mouse)	10090	185216	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PB44-1; Sequence=Displayed; Name=2; IsoId=Q6PB44-2; Sequence=VSP_014195; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PB51	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	277	Mus musculus (Mouse)	10090	30427	NA	NA	1 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PB60	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	539	Mus musculus (Mouse)	10090	59823	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PB66	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	1392	Mus musculus (Mouse)	10090	156615	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PB70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1060	Mus musculus (Mouse)	10090	119101	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PB75	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	542	Mus musculus (Mouse)	10090	60027	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PB90	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	796	Mus musculus (Mouse)	10090	87022	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PB93	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	570	Mus musculus (Mouse)	10090	64514	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PB93-1; Sequence=Displayed; Name=2; IsoId=Q6PB93-2; Sequence=VSP_011201; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PB97	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1	1	reviewed	674	Mus musculus (Mouse)	10090	73788	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PB97-1; Sequence=Displayed; Note=No experimental confirmation available.; Name=2; IsoId=Q6PB97-2; Sequence=VSP_013017; Note=No experimental confirmation available.; Name=3; IsoId=Q6PB97-3; Sequence=VSP_013016, VSP_013017; Note=No experimental confirmation available.; 	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q6PCL9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	739	Mus musculus (Mouse)	10090	82957	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PCM1	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1323	Mus musculus (Mouse)	10090	147847	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PCM1-1; Sequence=Displayed; Name=2; IsoId=Q6PCM1-2; Sequence=VSP_018296, VSP_018297; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PCM2	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	883	Mus musculus (Mouse)	10090	99661	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PCM2-1; Sequence=Displayed; Name=2; IsoId=Q6PCM2-2; Sequence=VSP_021461, VSP_021462; Name=3; IsoId=Q6PCM2-3; Sequence=VSP_021459, VSP_021460; Note=No experimental confirmation available.; 	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PCN3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1308	Mus musculus (Mouse)	10090	141613	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PCN7	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1003	Mus musculus (Mouse)	10090	113317	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PCP5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	291	Mus musculus (Mouse)	10090	32931	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4;  Name=1; IsoId=Q6PCP5-1; Sequence=Displayed; Name=2; IsoId=Q6PCP5-2; Sequence=VSP_025959, VSP_025961; Name=3; IsoId=Q6PCP5-3; Sequence=VSP_025961; Name=4; IsoId=Q6PCP5-4; Sequence=VSP_025960; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PCP7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	798	Mus musculus (Mouse)	10090	87040	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PCQ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	778	Mus musculus (Mouse)	10090	86356	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PCQ0-1; Sequence=Displayed; Name=2; IsoId=Q6PCQ0-2; Sequence=VSP_024436, VSP_024439; Name=3; IsoId=Q6PCQ0-3; Sequence=VSP_024436, VSP_024437, VSP_024438; 	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PCW6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	111	Mus musculus (Mouse)	10090	12302	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PCX7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	454	Mus musculus (Mouse)	10090	49676	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PCX7-1; Sequence=Displayed; Name=2; IsoId=Q6PCX7-2; Sequence=VSP_011316; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PCX9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	961	Mus musculus (Mouse)	10090	107660	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PCZ4	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	918	Mus musculus (Mouse)	10090	101632	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PD03	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	486	Mus musculus (Mouse)	10090	56347	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PD05	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	reviewed	413	Mus musculus (Mouse)	10090	46828	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PD10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	433	Mus musculus (Mouse)	10090	49307	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PD19	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	689	Mus musculus (Mouse)	10090	78632	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PD19-1; Sequence=Displayed; Name=2; IsoId=Q6PD19-2; Sequence=VSP_035671; Name=3; IsoId=Q6PD19-3; Sequence=VSP_035672, VSP_035673; Note=No experimental confirmation available.; 	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PD21	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	503	Mus musculus (Mouse)	10090	54708	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PD21-1; Sequence=Displayed; Name=2; IsoId=Q6PD21-2; Sequence=VSP_019848, VSP_019849, VSP_019850; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PD24	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	0	reviewed	605	Mus musculus (Mouse)	10090	68076	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PD26	1	1	uniprotkb	10090	0	0	0	0	1	0	0	0	0	0	1	0	0	reviewed	555	Mus musculus (Mouse)	10090	61711	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PD29	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	541	Mus musculus (Mouse)	10090	58067	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PD29-1; Sequence=Displayed; Name=2; IsoId=Q6PD29-2; Sequence=VSP_035626; 	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PD31	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	939	Mus musculus (Mouse)	10090	104467	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PD31-1; Sequence=Displayed; Name=2; IsoId=Q6PD31-2; Sequence=VSP_039277, VSP_039278, VSP_039279; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDC0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	408	Mus musculus (Mouse)	10090	45138	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDC8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	510	Mus musculus (Mouse)	10090	56183	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4;  Name=1; IsoId=Q6PDC8-1; Sequence=Displayed; Name=2; IsoId=Q6PDC8-2; Sequence=VSP_022541, VSP_022543; Note=No experimental confirmation available.; Name=3; IsoId=Q6PDC8-3; Sequence=VSP_022542; Note=No experimental confirmation available.; Name=4; IsoId=Q6PDC8-4; Sequence=VSP_022543; 	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PDD0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	528	Mus musculus (Mouse)	10090	59967	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PDE7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	497	Mus musculus (Mouse)	10090	51467	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDE7-1; Sequence=Displayed; Name=2; IsoId=Q6PDE7-2; Sequence=VSP_030452; 	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PDE8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	519	Mus musculus (Mouse)	10090	57898	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PDF3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	494	Mus musculus (Mouse)	10090	54461	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDF3-1; Sequence=Displayed; Note=No experimental confirmation available.; Name=2; IsoId=Q6PDF3-2; Sequence=VSP_026653, VSP_026654; Note=No experimental confirmation available.; 	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PDG5	1	1	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0	1	reviewed	1213	Mus musculus (Mouse)	10090	132604	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDG5-1; Sequence=Displayed; Name=2; IsoId=Q6PDG5-2; Sequence=VSP_012492; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PDG8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	556	Mus musculus (Mouse)	10090	62131	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDG8-1; Sequence=Displayed; Name=2; IsoId=Q6PDG8-2; Sequence=VSP_024913, VSP_024914; Note=No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDH0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1371	Mus musculus (Mouse)	10090	150070	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDH0-1; Sequence=Displayed; Name=2; IsoId=Q6PDH0-2; Sequence=VSP_016741, VSP_016742, VSP_016743; 	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDH4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	491	Mus musculus (Mouse)	10090	54492	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDH4-1; Sequence=Displayed; Name=2; IsoId=Q6PDH4-2; Sequence=VSP_029895, VSP_029896; Note=No experimental confirmation available.; 	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDI5	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1840	Mus musculus (Mouse)	10090	203703	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDI5-1; Sequence=Displayed; Name=2; IsoId=Q6PDI5-2; Sequence=VSP_013178; 	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PDI6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	601	Mus musculus (Mouse)	10090	65637	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PDI6-1; Sequence=Displayed; Name=2; IsoId=Q6PDI6-2; Sequence=VSP_034720; Note=No experimental confirmation available.; Name=3; IsoId=Q6PDI6-3; Sequence=VSP_034721, VSP_034722; Note=No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDJ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	1288	Mus musculus (Mouse)	10090	143812	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q6PDJ1-1; Sequence=Displayed; Name=2; IsoId=Q6PDJ1-2; Sequence=VSP_028073; Note=No experimental confirmation available.; 	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q6PDJ6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	717	Mus musculus (Mouse)	10090	77777	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDK2	1	1	uniprotkb	10090	1	0	1	0	0	0	0	0	0	0	1	0	0	reviewed	5588	Mus musculus (Mouse)	10090	600245	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PDK8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	616	Mus musculus (Mouse)	10090	66821	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDL0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	492	Mus musculus (Mouse)	10090	54218	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q6PDM1	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	616	Mus musculus (Mouse)	10090	67320	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=6;  Name=1; IsoId=Q6PDM1-1; Sequence=Displayed; Name=2; IsoId=Q6PDM1-2; Sequence=VSP_035241; Note=No experimental confirmation available.; Name=3; IsoId=Q6PDM1-3; Sequence=VSP_035239, VSP_035240, VSP_035241; Note=No experimental confirmation available.; Name=4; IsoId=Q6PDM1-4; Sequence=VSP_035242, VSP_035243; Note=No experimental confirmation available.; Name=5; Synonyms=Hampin E; IsoId=Q6PDM1-5; Sequence=VSP_035239, VSP_035240, VSP_035242, VSP_035243; Note=No experimental confirmation available.; Name=6; IsoId=Q6PDM1-6; Sequence=VSP_035238, VSP_035242, VSP_035243; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PDM2	1	1	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0	1	reviewed	248	Mus musculus (Mouse)	10090	27745	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q6PDM2-1; Sequence=Displayed; Name=2; IsoId=Q6PDM2-2; Sequence=VSP_013770, VSP_013773; Note=May be due to intron retention.; Name=3; IsoId=Q6PDM2-3; Sequence=VSP_013771, VSP_013772; Note=No experimental confirmation available. Gene prediction based on EST data. May be produced at very low levels due to a premature stop codon in the mRNA, leading to nonsense-mediated mRNA decay.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q6PDM4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	574	Mus musculus (Mouse)	10090	63340	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
