whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx
P38819	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	212	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24249	NA		3 out of 5	Evidence at protein level	Protein ERP5	SwissProt_and_IMEX
P38820	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49361	NA		5 out of 5	Evidence at protein level	Adenylyltransferase and sulfurtransferase UBA4 (Needs CLA4 to survive protein 3) (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	SwissProt_and_IMEX
P38821	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	490	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54174	NA		5 out of 5	Evidence at protein level	Aspartyl aminopeptidase 4 (EC 3.4.11.21)	SwissProt_and_IMEX
P38822	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	633	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71171	NA		5 out of 5	Evidence at protein level	Protein BZZ1 (LAS17-binding protein 7)	SwissProt_and_IMEX
P38823	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	46098	NA		5 out of 5	Evidence at protein level	E3 ubiquitin-protein ligase DMA1 (EC 2.3.2.27) (Checkpoint forkhead associated with RING domains-containing protein 1) (Defective in mitotic arrest protein 1) (RING-type E3 ubiquitin transferase DMA1)	SwissProt_and_IMEX
P38824	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17318	NA		3 out of 5	Evidence at protein level	Cytochrome c oxidase-assembly factor COX23, mitochondrial	SwissProt_and_IMEX
P38825	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71856	NA		4 out of 5	Evidence at protein level	Protein TOM71 (71 kDa mitochondrial outer membrane protein)	SwissProt_and_IMEX
P38826	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50296	NA		5 out of 5	Evidence at protein level	Origin recognition complex subunit 6 (ACS-associated protein 1) (Origin recognition complex 50 kDa subunit)	SwissProt_and_IMEX
P38827	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	123912	NA		5 out of 5	Evidence at protein level	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.43) (COMPASS component SET1) (Lysine N-methyltransferase 2) (SET domain-containing protein 1)	SwissProt_and_IMEX
P38828	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21314	NA		3 out of 5	Evidence at protein level	Protein LSM12 (Sm-like protein 12)	SwissProt_and_IMEX
P38829	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25675	NA		3 out of 5	Evidence at protein level	MIP18 family protein YHR122W	SwissProt_and_IMEX
P38830	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	627	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71479	NA		5 out of 5	Evidence at protein level	Meiosis-specific transcription factor NDT80	SwissProt_and_IMEX
P38831	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11885	NA		1 out of 5	Uncertain	Putative uncharacterized protein YHR125W	SwissProt_not_IMEX
P38832	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16635	NA		2 out of 5	Evidence at transcript level	Probable GPI-anchored protein ANS1	SwissProt_not_IMEX
P38833	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	243	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27132	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YHR127W	SwissProt_and_IMEX
P38834	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13397	NA		1 out of 5	Uncertain	Putative uncharacterized protein YHR130C	SwissProt_and_IMEX
P38835	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	96099	NA		2 out of 5	Evidence at protein level	PH domain-containing protein YHR131C	SwissProt_and_IMEX
P38836	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49829	NA		4 out of 5	Evidence at protein level	Putative metallocarboxypeptidase ECM14 (EC 3.4.17.-) (Extracellular mutant protein 14)	SwissProt_and_IMEX
P38837	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32214	NA		4 out of 5	Evidence at protein level	Protein NSG1 (INSIG homolog 1)	SwissProt_and_IMEX
P38838	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	269	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30627	NA		5 out of 5	Evidence at protein level	DNA-dependent metalloprotease WSS1 (EC 3.4.24.-) (DNA damage response protein WSS1) (SUMO-dependent isopeptidase WSS1) (Weak suppressor of SMT3 protein 1)	SwissProt_and_IMEX
P38839	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17036	NA		3 out of 5	Evidence at protein level	Putative cyclin-dependent kinase inhibitor SPL2 (Suppressor of PLC1 deletion protein 2)	SwissProt_and_IMEX
P38840	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	58528	NA		5 out of 5	Evidence at protein level	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	SwissProt_and_IMEX
P38841	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12753	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YHR138C	SwissProt_and_IMEX
P38842	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27146	NA		2 out of 5	Evidence at protein level	UPF0641 membrane protein YHR140W	SwissProt_and_IMEX
P38843	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34898	NA		4 out of 5	Evidence at protein level	Chitin synthase export chaperone	SwissProt_and_IMEX
P38844	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33417	NA		4 out of 5	Evidence at protein level	Protein DSE2 (Daughter-specific expression protein 2)	SwissProt_and_IMEX
P38845	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51116	NA		3 out of 5	Evidence at protein level	Cruciform DNA-recognizing protein 1 [Cleaved into: CRP1 short N-terminal subpeptide; CRP1 short C-terminal subpeptide]	SwissProt_and_IMEX
P38848	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66148	NA		3 out of 5	Evidence at protein level	Peroxisomal membrane protein PEX28 (Peroxin-28)	SwissProt_and_IMEX
P38849	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59818	NA		2 out of 5	Inferred from homology	Maintenance of telomere capping protein 6	SwissProt_and_IMEX
P38850	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	123017	NA		5 out of 5	Evidence at protein level	Regulator of Ty1 transposition protein 107 (Establishes silent chromatin protein 4)	SwissProt_and_IMEX
P38851	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	143584	NA		4 out of 5	Evidence at protein level	Membrane-anchored lipid-binding protein LAM1 (Lipid transfer protein anchored at membrane contact sites 1) (Yeast suicide protein 1)	SwissProt_and_IMEX
P38852	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40369	NA		3 out of 5	Evidence at protein level	Protein LIN1	SwissProt_and_IMEX
P38853	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131094	NA		5 out of 5	Evidence at protein level	Kelch repeat-containing protein 1	SwissProt_and_IMEX
P38854	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56314	NA		2 out of 5	Evidence at protein level	Topoisomerase I damage affected protein 11	SwissProt_and_IMEX
P38855	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32037	NA		4 out of 5	Evidence at protein level	Peroxisomal membrane protein PEX18 (Peroxin-18)	SwissProt_and_IMEX
P38856	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	637	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71660	NA		5 out of 5	Evidence at protein level	Clathrin coat assembly protein AP180A	SwissProt_and_IMEX
P38857	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14555	NA		4 out of 5	Evidence at protein level	Mitochondrial pyruvate carrier 2 (MPC2)	SwissProt_and_IMEX
P38858	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27784	NA		3 out of 5	Evidence at protein level	6-phosphogluconolactonase 3 (6PGL) (EC 3.1.1.31)	SwissProt_and_IMEX
P38859	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	171694	NA		5 out of 5	Evidence at protein level	DNA replication ATP-dependent helicase/nuclease DNA2 [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]	SwissProt_and_IMEX
P38860	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57847	NA		4 out of 5	Evidence at protein level	GTPase MTG2, mitochondrial (Mitochondrial GTPase 2)	SwissProt_and_IMEX
P38861	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59095	NA		4 out of 5	Evidence at protein level	60S ribosomal export protein NMD3 (Nonsense-mediated mRNA decay protein 3)	SwissProt_and_IMEX
P38862	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71428	NA		5 out of 5	Evidence at protein level	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (Cytoplasm to vacuole targeting protein 2)	SwissProt_and_IMEX
P38863	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	96825	NA		5 out of 5	Evidence at protein level	Spindle pole body component SPC97	SwissProt_and_IMEX
P38864	1	1	uniprotkb	559292	1	0	0	0	0	1	0	0	reviewed	112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12877	NA		1 out of 5	Evidence at protein level	Uncharacterized protein YHR173C	SwissProt_and_IMEX
P38865	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21651	NA		4 out of 5	Evidence at protein level	Copper transport protein CTR2 (Copper transporter 2)	SwissProt_and_IMEX
P38866	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	432	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49099	NA		3 out of 5	Evidence at protein level	Thiol-specific monooxygenase (EC 1.14.13.-) (Flavin-dependent monooxygenase)	SwissProt_and_IMEX
P38867	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	52048	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YHR177W	SwissProt_and_IMEX
P38868	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18139	NA		1 out of 5	Uncertain	Putative uncharacterized protein YHR180W	SwissProt_and_IMEX
P38869	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26284	NA		5 out of 5	Evidence at protein level	Protein SVP26 (Sed5 compartment vesicle protein of 26 kDa)	SwissProt_and_IMEX
P38870	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	90109	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YHR182W	SwissProt_and_IMEX
P38871	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65815	NA		4 out of 5	Evidence at protein level	Sporulation-specific protein 1	SwissProt_and_IMEX
P38872	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27884	NA		3 out of 5	Evidence at protein level	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	SwissProt_and_IMEX
P38873	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	177609	NA		5 out of 5	Evidence at protein level	Target of rapamycin complex 1 subunit KOG1 (TORC1 subunit KOG1) (Kontroller of growth protein 1) (Local anesthetic-sensitive protein 24)	SwissProt_and_IMEX
P38874	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35220	NA		5 out of 5	Evidence at protein level	Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)	SwissProt_and_IMEX
P38875	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68771	NA		5 out of 5	Evidence at protein level	GPI transamidase component GPI16	SwissProt_and_IMEX
P38876	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21036	NA		2 out of 5	Evidence at protein level	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	SwissProt_and_IMEX
P38877	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15169	NA		4 out of 5	Evidence at protein level	Chromosome transmission fidelity protein 8	SwissProt_and_IMEX
P38878	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32063	NA		5 out of 5	Evidence at protein level	Protein lunapark	SwissProt_not_IMEX
P38879	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18709	NA		5 out of 5	Evidence at protein level	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (GAL4 DNA-binding enhancer protein 2)	SwissProt_and_IMEX
P38880	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66703	NA		4 out of 5	Evidence at protein level	Mitochondrial distribution and morphology protein 31	SwissProt_and_IMEX
P38881	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36421	NA		4 out of 5	Evidence at protein level	Nucleus-vacuole junction protein 1	SwissProt_and_IMEX
P38882	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	575	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65271	NA		5 out of 5	Evidence at protein level	U3 small nucleolar RNA-associated protein 9 (U3 snoRNA-associated protein 9) (U three protein 9) (U3 protein 9 required for transcription) (t-UTP9)	SwissProt_and_IMEX
P38883	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	763	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	86739	NA		5 out of 5	Evidence at protein level	Pre-rRNA-processing protein RIX1 (Involved in processing IST2 protein 2) (Ribosomal export protein 1)	SwissProt_and_IMEX
P38884	1	1	uniprotkb	559292	0	1	1	0	0	1	0	1	reviewed	321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36502	NA		2 out of 5	Evidence at protein level	Altered inheritance of mitochondria protein 18, mitochondrial (Found in mitochondrial proteome protein 22)	SwissProt_and_IMEX
P38885	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34113	NA		2 out of 5	Evidence at protein level	Altered inheritance of mitochondria protein 46, mitochondrial (Found in mitochondrial proteome protein 34)	SwissProt_and_IMEX
P38886	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	268	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	29747	NA		5 out of 5	Evidence at protein level	26S proteasome regulatory subunit RPN10	SwissProt_and_IMEX
P38887	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	602	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68998	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YHR202W	SwissProt_and_IMEX
P38888	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	91246	NA		5 out of 5	Evidence at protein level	ER degradation-enhancing alpha-mannosidase-like protein 1 (EC 3.2.1.24)	SwissProt_and_IMEX
P38889	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	69202	NA		5 out of 5	Evidence at protein level	Transcription factor SKN7 (Peroxide sensitivity protein 9)	SwissProt_and_IMEX
P38890	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60547	NA		3 out of 5	Evidence at protein level	Putative protein lysine methyltransferase SET5 (EC 2.1.1.-) (SET domain-containing protein 5)	SwissProt_and_IMEX
P38891	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43596	NA		5 out of 5	Evidence at protein level	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT) (EC 2.6.1.42) (Protein ECA39) (Protein TWT1)	SwissProt_and_IMEX
P38892	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33785	NA		3 out of 5	Evidence at protein level	Probable S-adenosylmethionine-dependent methyltransferase CRG1 (EC 2.1.1.-) (Cantharidin resistance protein 1)	SwissProt_and_IMEX
P38893	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	37933	NA		2 out of 5	Inferred from homology	Uncharacterized isomerase YHR210C (EC 5.-.-.-)	SwissProt_not_IMEX
P38894	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	111982	NA		5 out of 5	Evidence at protein level	Flocculation protein FLO5 (Flocculin-5)	SwissProt_and_IMEX
P38898	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17081	NA		1 out of 5	Uncertain	Putative uncharacterized protein YHR217C	SwissProt_not_IMEX
P38899	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68851	NA		1 out of 5	Predicted	Putative uncharacterized protein YHR218W	SwissProt_and_IMEX
P38900	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70128	NA		1 out of 5	Predicted	Putative uncharacterized protein YHR219W	SwissProt_and_IMEX
P38902	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13616	NA		4 out of 5	Evidence at protein level	DNA-directed RNA polymerase II subunit RPB11 (RNA polymerase II subunit B11) (B13.6) (DNA-directed RNA polymerase II 13.6 kDa polypeptide)	SwissProt_and_IMEX
P38903	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	757	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	85335	NA		5 out of 5	Evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A, B subunit, B' delta isoform) (Protein RTS1) (Protein SCS1)	SwissProt_and_IMEX
P38904	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	1435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	161597	NA		4 out of 5	Evidence at protein level	Protein SPP41	SwissProt_and_IMEX
P38907	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	52672	NA		5 out of 5	Evidence at protein level	Central kinetochore subunit CHL4 (Chromosome loss protein 4) (Chromosome transmission fidelity protein 17) (Minichromosome maintenance protein 17)	SwissProt_and_IMEX
P38909	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42368	NA		4 out of 5	Evidence at protein level	Cytochrome c mitochondrial import factor CYC2 (EC 1.-.-.-) (Cytochrome c assembly flavoprotein CYC2)	SwissProt_and_IMEX
P38910	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11372	NA		5 out of 5	Evidence at protein level	10 kDa heat shock protein, mitochondrial (HSP10) (10 kDa chaperonin)	SwissProt_and_IMEX
P38911	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	46553	NA		5 out of 5	Evidence at protein level	FK506-binding nuclear protein (EC 5.2.1.8) (FKBP-70) (Nucleolar proline isomerase) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Proline rotamase)	SwissProt_and_IMEX
P38912	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17435	NA		4 out of 5	Evidence at protein level	Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)	SwissProt_and_IMEX
P38913	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	306	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35546	NA		4 out of 5	Evidence at protein level	FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase)	SwissProt_and_IMEX
P38915	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	602	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66190	NA		5 out of 5	Evidence at protein level	Transcription factor SPT8	SwissProt_and_IMEX
P38920	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	87062	NA		5 out of 5	Evidence at protein level	DNA mismatch repair protein MLH1 (MutL protein homolog 1) (Post meiotic segregation protein 2)	SwissProt_and_IMEX
P38921	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	284	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31027	NA		3 out of 5	Evidence at protein level	Putative mitochondrial carrier protein PET8	SwissProt_and_IMEX
