whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
P28307	1	1	0	0	0	0	0	0	0	0	reviewed	151	Escherichia coli (strain K12)	83333	15049	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P28369	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	166	Escherichia coli (strain K12)	83333	18834	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P28629	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	755	Escherichia coli (strain K12)	83333	84425	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28630	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	343	Escherichia coli (strain K12)	83333	38704	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28631	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	334	Escherichia coli (strain K12)	83333	36937	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28632	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	137	Escherichia coli (strain K12)	83333	15174	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28634	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	235	Escherichia coli (strain K12)	83333	26362	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28635	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	271	Escherichia coli (strain K12)	83333	29432	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28638	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	294	Escherichia coli (strain K12)	83333	33397	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28696	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	134	Escherichia coli (strain K12)	83333	14482	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P28697	1	1	0	0	0	0	0	0	0	1	reviewed	196	Escherichia coli (strain K12)	83333	21226	NA	NA	2 out of 5	Uncertain	SwissProt_not_IMEX
P28721	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	254	Escherichia coli (strain K12)	83333	26352	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P28722	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	224	Escherichia coli (strain K12)	83333	25339	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P28861	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	248	Escherichia coli (strain K12)	83333	27751	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28903	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	712	Escherichia coli (strain K12)	83333	80023	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28904	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	551	Escherichia coli (strain K12)	83333	63838	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28905	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	147	Escherichia coli (strain K12)	83333	16633	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P28911	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	127	Escherichia coli (strain K12)	83333	14531	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P28912	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	378	Escherichia coli (strain K12)	83333	43146	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P28915	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	189	Escherichia coli (strain K12)	83333	21961	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P28916	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	253	Escherichia coli (strain K12)	83333	28865	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P28917	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	378	Escherichia coli (strain K12)	83333	43079	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P29009	1	1	0	0	0	0	0	0	0	0	reviewed	42	Escherichia coli (strain K12)	83333	4688	NA	NA	1 out of 5	Evidence at protein level	SwissProt_not_IMEX
P29010	1	1	0	0	0	0	0	0	0	1	reviewed	63	Escherichia coli (strain K12)	83333	6842	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P29012	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	356	Escherichia coli (strain K12)	83333	38845	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P29013	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	510	Escherichia coli (strain K12)	83333	60814	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P29018	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	588	Escherichia coli (strain K12)	83333	65056	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P29131	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	319	Escherichia coli (strain K12)	83333	35793	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P29208	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	320	Escherichia coli (strain K12)	83333	35477	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P29217	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	215	Escherichia coli (strain K12)	83333	24177	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P29680	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	354	Escherichia coli (strain K12)	83333	39248	NA	NA	4 out of 5	Inferred from homology	SwissProt_and_IMEX
P29744	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	317	Escherichia coli (strain K12)	83333	34281	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P29745	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	408	Escherichia coli (strain K12)	83333	44923	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30011	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	297	Escherichia coli (strain K12)	83333	32762	NA	NA	4 out of 5	Inferred from homology	SwissProt_and_IMEX
P30014	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	215	Escherichia coli (strain K12)	83333	23523	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30015	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	1538	Escherichia coli (strain K12)	83333	169381	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P30125	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	363	Escherichia coli (strain K12)	83333	39517	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30126	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	201	Escherichia coli (strain K12)	83333	22487	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30128	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	158	Escherichia coli (strain K12)	83333	18527	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30130	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	878	Escherichia coli (strain K12)	83333	96482	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30131	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	750	Escherichia coli (strain K12)	83333	82066	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30136	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	631	Escherichia coli (strain K12)	83333	70850	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30137	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	211	Escherichia coli (strain K12)	83333	23015	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30138	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	26970	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30139	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	256	Escherichia coli (strain K12)	83333	26896	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30140	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	377	Escherichia coli (strain K12)	83333	43320	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30143	1	1	0	0	0	0	0	0	0	1	reviewed	476	Escherichia coli (strain K12)	83333	51663	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P30147	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	258	Escherichia coli (strain K12)	83333	29377	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30149	1	1	0	0	0	0	0	0	0	0	reviewed	254	Escherichia coli (strain K12)	83333	28244	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P30176	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	160	Escherichia coli (strain K12)	83333	18669	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30177	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	320	Escherichia coli (strain K12)	83333	35049	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30178	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	361	Escherichia coli (strain K12)	83333	38897	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30192	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	299	Escherichia coli (strain K12)	83333	33808	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P30235	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	313	Escherichia coli (strain K12)	83333	33573	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30744	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	455	Escherichia coli (strain K12)	83333	48753	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P30745	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	329	Escherichia coli (strain K12)	83333	37346	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30748	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	81	Escherichia coli (strain K12)	83333	8758	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30749	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	150	Escherichia coli (strain K12)	83333	16981	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30750	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	343	Escherichia coli (strain K12)	83333	37788	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30843	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	222	Escherichia coli (strain K12)	83333	25031	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30844	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	363	Escherichia coli (strain K12)	83333	41029	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30845	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	547	Escherichia coli (strain K12)	83333	61667	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30847	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	467	Escherichia coli (strain K12)	83333	51991	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30850	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	644	Escherichia coli (strain K12)	83333	72491	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30852	1	1	0	0	0	0	0	0	0	1	reviewed	374	Escherichia coli (strain K12)	83333	40955	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P30855	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1197	Escherichia coli (strain K12)	83333	134743	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30859	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	243	Escherichia coli (strain K12)	83333	26930	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30860	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	243	Escherichia coli (strain K12)	83333	26829	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30863	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	267	Escherichia coli (strain K12)	83333	29437	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30864	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	304	Escherichia coli (strain K12)	83333	33776	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P30866	1	1	0	0	0	0	0	0	0	1	reviewed	207	Escherichia coli (strain K12)	83333	22991	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P30870	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	946	Escherichia coli (strain K12)	83333	108418	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30871	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	433	Escherichia coli (strain K12)	83333	48389	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30958	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1148	Escherichia coli (strain K12)	83333	129983	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P30979	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	317	Escherichia coli (strain K12)	83333	35960	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P31057	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	264	Escherichia coli (strain K12)	83333	28237	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31058	1	1	0	0	0	0	0	0	0	1	reviewed	412	Escherichia coli (strain K12)	83333	44899	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P31060	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	490	Escherichia coli (strain K12)	83333	54536	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P31061	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	189	Escherichia coli (strain K12)	83333	21404	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P31062	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	181	Escherichia coli (strain K12)	83333	20428	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P31063	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	137	Escherichia coli (strain K12)	83333	14983	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P31064	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	401	Escherichia coli (strain K12)	83333	44429	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31068	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	228	Escherichia coli (strain K12)	83333	25050	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P31069	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	417	Escherichia coli (strain K12)	83333	46063	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31119	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	719	Escherichia coli (strain K12)	83333	80700	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31120	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	445	Escherichia coli (strain K12)	83333	47544	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31121	1	1	0	0	0	0	0	0	0	1	reviewed	72	Escherichia coli (strain K12)	83333	7537	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P31122	1	1	0	0	0	0	0	0	0	0	reviewed	396	Escherichia coli (strain K12)	83333	42538	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31125	1	1	0	0	0	0	0	0	0	0	reviewed	299	Escherichia coli (strain K12)	83333	32324	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31126	1	1	0	0	0	0	0	0	0	1	reviewed	395	Escherichia coli (strain K12)	83333	42659	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
P31129	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	296	Escherichia coli (strain K12)	83333	33863	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31130	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	130	Escherichia coli (strain K12)	83333	14121	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P31131	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	172	Escherichia coli (strain K12)	83333	18321	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P31133	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	370	Escherichia coli (strain K12)	83333	40840	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31134	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	377	Escherichia coli (strain K12)	83333	41931	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P31135	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	317	Escherichia coli (strain K12)	83333	35490	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31142	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	281	Escherichia coli (strain K12)	83333	30812	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31224	1	1	uniprotkb	83333	1	1	1	0	1	0	reviewed	1049	Escherichia coli (strain K12)	83333	113574	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31433	1	1	0	0	0	0	0	0	0	1	reviewed	569	Escherichia coli (strain K12)	83333	62272	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P31434	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	772	Escherichia coli (strain K12)	83333	88079	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31435	1	1	0	0	0	0	0	0	0	0	reviewed	460	Escherichia coli (strain K12)	83333	50948	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31436	1	1	0	0	0	0	0	0	0	0	reviewed	394	Escherichia coli (strain K12)	83333	43493	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31437	1	1	0	0	0	0	0	0	0	0	reviewed	307	Escherichia coli (strain K12)	83333	33113	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31440	1	1	0	0	0	0	0	0	0	0	reviewed	444	Escherichia coli (strain K12)	83333	46934	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31441	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	588	Escherichia coli (strain K12)	83333	63739	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31442	1	1	0	0	0	0	0	0	0	0	reviewed	394	Escherichia coli (strain K12)	83333	42216	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31443	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	165	Escherichia coli (strain K12)	83333	19188	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P31446	1	1	0	0	0	0	0	0	0	0	reviewed	149	Escherichia coli (strain K12)	83333	15729	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31447	1	1	0	0	0	0	0	0	0	1	reviewed	497	Escherichia coli (strain K12)	83333	57295	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P31448	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	571	Escherichia coli (strain K12)	83333	62085	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31449	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	297	Escherichia coli (strain K12)	83333	33958	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P31450	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	212	Escherichia coli (strain K12)	83333	23724	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P31452	1	1	0	0	0	0	0	0	0	1	reviewed	368	Escherichia coli (strain K12)	83333	39692	NA	NA	3 out of 5	Uncertain	SwissProt_not_IMEX
P31453	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	238	Escherichia coli (strain K12)	83333	27328	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P31455	1	1	0	0	0	0	0	0	0	1	reviewed	415	Escherichia coli (strain K12)	83333	46187	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P31456	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	354	Escherichia coli (strain K12)	83333	40142	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P31459	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	292	Escherichia coli (strain K12)	83333	31374	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P31460	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	229	Escherichia coli (strain K12)	83333	26080	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P31462	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	391	Escherichia coli (strain K12)	83333	41490	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31463	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	319	Escherichia coli (strain K12)	83333	36882	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31466	1	1	0	0	0	0	0	0	0	0	reviewed	445	Escherichia coli (strain K12)	83333	46866	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31467	1	1	0	0	0	0	0	0	0	0	reviewed	221	Escherichia coli (strain K12)	83333	24664	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31468	1	1	0	0	0	0	0	0	0	0	reviewed	155	Escherichia coli (strain K12)	83333	16683	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31469	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	195	Escherichia coli (strain K12)	83333	22485	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P31470	1	1	0	0	0	0	0	0	0	1	reviewed	240	Escherichia coli (strain K12)	83333	26279	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P31471	1	1	0	0	0	0	0	0	0	1	reviewed	389	Escherichia coli (strain K12)	83333	42755	NA	NA	2 out of 5	Predicted	SwissProt_not_IMEX
P31473	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	498	Escherichia coli (strain K12)	83333	56389	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31474	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	475	Escherichia coli (strain K12)	83333	51462	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31475	1	1	0	0	0	0	0	0	0	1	reviewed	230	Escherichia coli (strain K12)	83333	26076	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P31545	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	423	Escherichia coli (strain K12)	83333	46754	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31547	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	217	Escherichia coli (strain K12)	83333	23256	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31548	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	232	Escherichia coli (strain K12)	83333	24999	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31549	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	536	Escherichia coli (strain K12)	83333	59533	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P31550	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	327	Escherichia coli (strain K12)	83333	36163	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31551	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	261	Escherichia coli (strain K12)	83333	28190	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31552	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	517	Escherichia coli (strain K12)	83333	58559	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31553	1	1	0	0	0	0	0	0	0	0	reviewed	504	Escherichia coli (strain K12)	83333	56587	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31554	1	1	uniprotkb	83333	1	0	1	0	1	0	reviewed	784	Escherichia coli (strain K12)	83333	89671	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31572	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	405	Escherichia coli (strain K12)	83333	45127	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31574	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	313	Escherichia coli (strain K12)	83333	33513	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31600	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	990	Escherichia coli (strain K12)	83333	111308	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31658	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	283	Escherichia coli (strain K12)	83333	31190	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31660	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	389	Escherichia coli (strain K12)	83333	43102	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31663	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	283	Escherichia coli (strain K12)	83333	31598	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31665	1	1	0	0	0	0	0	0	0	1	reviewed	300	Escherichia coli (strain K12)	83333	34607	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P31666	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	409	Escherichia coli (strain K12)	83333	46315	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P31667	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	292	Escherichia coli (strain K12)	83333	33267	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P31675	1	1	0	0	0	0	0	0	0	0	reviewed	392	Escherichia coli (strain K12)	83333	42713	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31677	1	1	0	0	0	0	0	0	0	0	reviewed	474	Escherichia coli (strain K12)	83333	53611	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
P31678	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	266	Escherichia coli (strain K12)	83333	29175	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31679	1	1	0	0	0	0	0	0	0	1	reviewed	443	Escherichia coli (strain K12)	83333	48667	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P31680	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	271	Escherichia coli (strain K12)	83333	30579	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P31697	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	241	Escherichia coli (strain K12)	83333	26689	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
